State,District,Disease,YearMonth,Year,Month,Cases,Cases_Lag1,Cases_Lag2,Cases_Lag3,Target_Cases,Risk,Rolling_Sum,State_Enc,District_Enc,Disease_Enc,Target_Enc
Jharkhand,East Singhbum,Chickenpox,2022-09,2022,9,0.0,0.0,22.0,0.0,0.0,None,22.0,20,149,8,3
Jharkhand,East Singhbum,Chickenpox,2023-04,2023,4,14.0,0.0,0.0,0.0,11.0,Low,14.0,20,149,8,1
Jharkhand,East Singhbum,Chickenpox,2023-05,2023,5,11.0,14.0,0.0,0.0,0.0,None,25.0,20,149,8,3
Jharkhand,East Singhbum,Chickenpox,2023-06,2023,6,0.0,11.0,14.0,0.0,0.0,None,25.0,20,149,8,3
Jharkhand,East Singhbum,Chickenpox,2023-07,2023,7,0.0,0.0,11.0,14.0,0.0,None,11.0,20,149,8,3
Jharkhand,East Singhbum,Fever With Rash,2023-06,2023,6,14.0,0.0,0.0,0.0,0.0,None,14.0,20,149,18,3
Jharkhand,East Singhbum,Fever With Rash,2023-07,2023,7,0.0,14.0,0.0,0.0,0.0,None,14.0,20,149,18,3
Jharkhand,East Singhbum,Fever With Rash,2023-08,2023,8,0.0,0.0,14.0,0.0,0.0,None,14.0,20,149,18,3
Jharkhand,Garhwa,Acute Diarrheal Disease,2023-09,2023,9,18.0,0.0,0.0,0.0,0.0,None,18.0,20,166,0,3
Jharkhand,Garhwa,Acute Diarrheal Disease,2023-10,2023,10,0.0,18.0,0.0,0.0,0.0,None,18.0,20,166,0,3
Jharkhand,Giridih,Acute Diarrheal Disease,2023-05,2023,5,5.0,0.0,0.0,0.0,0.0,None,5.0,20,171,0,3
Jharkhand,Giridih,Acute Diarrheal Disease,2023-06,2023,6,0.0,5.0,0.0,0.0,0.0,None,5.0,20,171,0,3
Jharkhand,Giridih,Acute Diarrheal Disease,2023-07,2023,7,0.0,0.0,5.0,0.0,0.0,None,5.0,20,171,0,3
Jharkhand,Giridih,Fever With Rash,2022-10,2022,10,50.0,0.0,0.0,0.0,0.0,None,50.0,20,171,18,3
Jharkhand,Giridih,Fever With Rash,2022-11,2022,11,0.0,50.0,0.0,0.0,0.0,None,50.0,20,171,18,3
Jharkhand,Giridih,Fever With Rash,2022-12,2022,12,0.0,0.0,50.0,0.0,0.0,None,50.0,20,171,18,3
Jharkhand,Giridih,Measles,2022-06,2022,6,2.0,0.0,0.0,0.0,0.0,None,2.0,20,171,28,3
Jharkhand,Giridih,Measles,2022-07,2022,7,0.0,2.0,0.0,0.0,0.0,None,2.0,20,171,28,3
Jharkhand,Giridih,Measles,2022-08,2022,8,0.0,0.0,2.0,0.0,0.0,None,2.0,20,171,28,3
Jharkhand,Giridih,Measles,2023-04,2023,4,7.0,0.0,0.0,0.0,0.0,None,7.0,20,171,28,3
Jharkhand,Giridih,Measles,2023-05,2023,5,0.0,7.0,0.0,0.0,0.0,None,7.0,20,171,28,3
Jharkhand,Giridih,Measles,2023-06,2023,6,0.0,0.0,7.0,0.0,0.0,None,7.0,20,171,28,3
Jharkhand,Godda,Chickenpox,2022-04,2022,4,5.0,0.0,0.0,0.0,0.0,None,5.0,20,173,8,3
Jharkhand,Godda,Chickenpox,2022-05,2022,5,0.0,5.0,0.0,0.0,0.0,None,5.0,20,173,8,3
Jharkhand,Godda,Chickenpox,2022-06,2022,6,0.0,0.0,5.0,0.0,0.0,None,5.0,20,173,8,3
Jharkhand,Godda,Chikungunya,2023-09,2023,9,10.0,0.0,0.0,0.0,0.0,None,10.0,20,173,9,3
Jharkhand,Godda,Chikungunya,2023-10,2023,10,0.0,10.0,0.0,0.0,0.0,None,10.0,20,173,9,3
Jharkhand,Godda,Fever With Rash,2022-04,2022,4,20.0,0.0,0.0,0.0,0.0,None,20.0,20,173,18,3
Jharkhand,Godda,Fever With Rash,2022-05,2022,5,0.0,20.0,0.0,0.0,0.0,None,20.0,20,173,18,3
Jharkhand,Godda,Fever With Rash,2022-06,2022,6,0.0,0.0,20.0,0.0,0.0,None,20.0,20,173,18,3
Jharkhand,Godda,Measles,2022-01,2022,1,12.0,0.0,0.0,0.0,0.0,None,12.0,20,173,28,3
Jharkhand,Godda,Measles,2022-02,2022,2,0.0,12.0,0.0,0.0,12.0,Low,12.0,20,173,28,1
Jharkhand,Godda,Measles,2022-03,2022,3,12.0,0.0,12.0,0.0,42.0,Medium,24.0,20,173,28,2
Jharkhand,Godda,Measles,2022-04,2022,4,42.0,12.0,0.0,12.0,0.0,None,54.0,20,173,28,3
Jharkhand,Godda,Measles,2022-05,2022,5,0.0,42.0,12.0,0.0,0.0,None,54.0,20,173,28,3
Jharkhand,Godda,Measles,2022-06,2022,6,0.0,0.0,42.0,12.0,0.0,None,42.0,20,173,28,3
Jharkhand,Hazaribagh,Fever With Rash,2023-03,2023,3,16.0,0.0,0.0,0.0,0.0,None,16.0,20,188,18,3
Jharkhand,Hazaribagh,Fever With Rash,2023-04,2023,4,0.0,16.0,0.0,0.0,0.0,None,16.0,20,188,18,3
Jharkhand,Hazaribagh,Fever With Rash,2023-05,2023,5,0.0,0.0,16.0,0.0,0.0,None,16.0,20,188,18,3
Jharkhand,Jamtara,Chickenpox,2023-04,2023,4,21.0,0.0,0.0,0.0,0.0,None,21.0,20,211,8,3
Jharkhand,Jamtara,Chickenpox,2023-05,2023,5,0.0,21.0,0.0,0.0,14.0,Low,21.0,20,211,8,1
Jharkhand,Jamtara,Chickenpox,2023-06,2023,6,14.0,0.0,21.0,0.0,0.0,None,35.0,20,211,8,3
Jharkhand,Jamtara,Chickenpox,2023-07,2023,7,0.0,14.0,0.0,21.0,0.0,None,14.0,20,211,8,3
Jharkhand,Jamtara,Chickenpox,2023-08,2023,8,0.0,0.0,14.0,0.0,0.0,None,14.0,20,211,8,3
Jharkhand,Jamtara,Measles,2022-08,2022,8,7.0,0.0,0.0,0.0,0.0,None,7.0,20,211,28,3
Jharkhand,Jamtara,Measles,2022-09,2022,9,0.0,7.0,0.0,0.0,0.0,None,7.0,20,211,28,3
Jharkhand,Jamtara,Measles,2022-10,2022,10,0.0,0.0,7.0,0.0,0.0,None,7.0,20,211,28,3
Jharkhand,Khunti,Chickenpox,2023-02,2023,2,17.0,0.0,0.0,0.0,0.0,None,17.0,20,260,8,3
Jharkhand,Khunti,Chickenpox,2023-03,2023,3,0.0,17.0,0.0,0.0,0.0,None,17.0,20,260,8,3
Jharkhand,Khunti,Chickenpox,2023-04,2023,4,0.0,0.0,17.0,0.0,5.0,Low,17.0,20,260,8,1
Jharkhand,Khunti,Chickenpox,2023-05,2023,5,5.0,0.0,0.0,17.0,0.0,None,5.0,20,260,8,3
Jharkhand,Khunti,Chickenpox,2023-06,2023,6,0.0,5.0,0.0,0.0,0.0,None,5.0,20,260,8,3
Jharkhand,Khunti,Chickenpox,2023-07,2023,7,0.0,0.0,5.0,0.0,0.0,None,5.0,20,260,8,3
Jharkhand,Khunti,Chickenpox,2023-09,2023,9,17.0,0.0,0.0,0.0,0.0,None,17.0,20,260,8,3
Jharkhand,Khunti,Chickenpox,2023-10,2023,10,0.0,17.0,0.0,0.0,0.0,None,17.0,20,260,8,3
Jharkhand,Khunti,Fever With Rash,2022-10,2022,10,3.0,0.0,0.0,0.0,0.0,None,3.0,20,260,18,3
Jharkhand,Khunti,Fever With Rash,2022-11,2022,11,0.0,3.0,0.0,0.0,0.0,None,3.0,20,260,18,3
Jharkhand,Khunti,Fever With Rash,2022-12,2022,12,0.0,0.0,3.0,0.0,0.0,None,3.0,20,260,18,3
Jharkhand,Khunti,Fever With Rash,2023-04,2023,4,15.0,0.0,0.0,0.0,0.0,None,15.0,20,260,18,3
Jharkhand,Khunti,Fever With Rash,2023-05,2023,5,0.0,15.0,0.0,0.0,0.0,None,15.0,20,260,18,3
Jharkhand,Khunti,Fever With Rash,2023-06,2023,6,0.0,0.0,15.0,0.0,0.0,None,15.0,20,260,18,3
Jharkhand,Khunti,Fever With Rash,2023-10,2023,10,15.0,0.0,0.0,0.0,0.0,None,15.0,20,260,18,3
Jharkhand,Koderma,Food Poisoning,2023-10,2023,10,54.0,0.0,0.0,0.0,0.0,None,54.0,20,263,19,3
Jharkhand,Latehar,Fever Of Unknown Origin,2023-09,2023,9,36.0,0.0,0.0,0.0,0.0,None,36.0,20,282,17,3
Jharkhand,Latehar,Fever Of Unknown Origin,2023-10,2023,10,0.0,36.0,0.0,0.0,0.0,None,36.0,20,282,17,3
Jharkhand,Lohardaga,Acute Diarrheal Disease,2023-08,2023,8,11.0,0.0,0.0,0.0,0.0,None,11.0,20,284,0,3
Jharkhand,Lohardaga,Acute Diarrheal Disease,2023-09,2023,9,0.0,11.0,0.0,0.0,0.0,None,11.0,20,284,0,3
Jharkhand,Lohardaga,Acute Diarrheal Disease,2023-10,2023,10,0.0,0.0,11.0,0.0,0.0,None,11.0,20,284,0,3
Jharkhand,Lohardaga,Dengue,2023-09,2023,9,52.0,0.0,0.0,0.0,0.0,None,52.0,20,284,13,3
Jharkhand,Lohardaga,Dengue,2023-10,2023,10,0.0,52.0,0.0,0.0,0.0,None,52.0,20,284,13,3
Jharkhand,Lohardaga,Fever Of Unknown Origin,2022-10,2022,10,45.0,0.0,0.0,0.0,0.0,None,45.0,20,284,17,3
Jharkhand,Lohardaga,Fever Of Unknown Origin,2022-11,2022,11,0.0,45.0,0.0,0.0,0.0,None,45.0,20,284,17,3
Jharkhand,Lohardaga,Fever Of Unknown Origin,2022-12,2022,12,0.0,0.0,45.0,0.0,0.0,None,45.0,20,284,17,3
Jharkhand,Lohardaga,Food Poisoning,2022-08,2022,8,7.0,0.0,0.0,0.0,0.0,None,7.0,20,284,19,3
Jharkhand,Lohardaga,Food Poisoning,2022-09,2022,9,0.0,7.0,0.0,0.0,0.0,None,7.0,20,284,19,3
Jharkhand,Lohardaga,Food Poisoning,2022-10,2022,10,0.0,0.0,7.0,0.0,0.0,None,7.0,20,284,19,3
Jharkhand,Pakur,Acute Diarrheal Disease,2023-10,2023,10,15.0,0.0,0.0,0.0,0.0,None,15.0,20,346,0,3
Jharkhand,Pakur,Fever With Rash,2022-01,2022,1,7.0,0.0,0.0,0.0,0.0,None,7.0,20,346,18,3
Jharkhand,Pakur,Fever With Rash,2022-02,2022,2,0.0,7.0,0.0,0.0,0.0,None,7.0,20,346,18,3
Jharkhand,Pakur,Fever With Rash,2022-03,2022,3,0.0,0.0,7.0,0.0,0.0,None,7.0,20,346,18,3
Jharkhand,Pakur,Measles,2022-05,2022,5,7.0,0.0,0.0,0.0,0.0,None,7.0,20,346,28,3
Jharkhand,Pakur,Measles,2022-06,2022,6,0.0,7.0,0.0,0.0,0.0,None,7.0,20,346,28,3
Jharkhand,Pakur,Measles,2022-07,2022,7,0.0,0.0,7.0,0.0,0.0,None,7.0,20,346,28,3
Jharkhand,Ramgarh,Acute Diarrheal Disease,2023-05,2023,5,7.0,0.0,0.0,0.0,0.0,None,7.0,20,391,0,3
Jharkhand,Ramgarh,Acute Diarrheal Disease,2023-06,2023,6,0.0,7.0,0.0,0.0,0.0,None,7.0,20,391,0,3
Jharkhand,Ramgarh,Acute Diarrheal Disease,2023-07,2023,7,0.0,0.0,7.0,0.0,0.0,None,7.0,20,391,0,3
Jharkhand,Ramgarh,Measles,2023-06,2023,6,5.0,0.0,0.0,0.0,0.0,None,5.0,20,391,28,3
Jharkhand,Ramgarh,Measles,2023-07,2023,7,0.0,5.0,0.0,0.0,0.0,None,5.0,20,391,28,3
Jharkhand,Ramgarh,Measles,2023-08,2023,8,0.0,0.0,5.0,0.0,0.0,None,5.0,20,391,28,3
Jharkhand,Ranchi,Acute Diarrheal Disease,2022-05,2022,5,21.0,0.0,0.0,0.0,0.0,None,21.0,20,392,0,3
Jharkhand,Ranchi,Acute Diarrheal Disease,2022-06,2022,6,0.0,21.0,0.0,0.0,0.0,None,21.0,20,392,0,3
Jharkhand,Ranchi,Acute Diarrheal Disease,2022-07,2022,7,0.0,0.0,21.0,0.0,0.0,None,21.0,20,392,0,3
Jharkhand,Sahebganj,Acute Diarrheal Disease,2022-09,2022,9,20.0,0.0,0.0,0.0,5.0,Low,20.0,20,404,0,1
Jharkhand,Sahebganj,Acute Diarrheal Disease,2022-10,2022,10,5.0,20.0,0.0,0.0,0.0,None,25.0,20,404,0,3
Jharkhand,Sahebganj,Acute Diarrheal Disease,2022-11,2022,11,0.0,5.0,20.0,0.0,0.0,None,25.0,20,404,0,3
Jharkhand,Sahebganj,Acute Diarrheal Disease,2022-12,2022,12,0.0,0.0,5.0,20.0,0.0,None,5.0,20,404,0,3
Jharkhand,Sahebganj,Acute Diarrheal Disease,2023-08,2023,8,24.0,0.0,0.0,0.0,0.0,None,24.0,20,404,0,3
Jharkhand,Sahebganj,Acute Diarrheal Disease,2023-09,2023,9,0.0,24.0,0.0,0.0,13.0,Low,24.0,20,404,0,1
Jharkhand,Sahebganj,Acute Diarrheal Disease,2023-10,2023,10,13.0,0.0,24.0,0.0,0.0,None,37.0,20,404,0,3
Jharkhand,Sahebganj,Dengue,2022-09,2022,9,7.0,0.0,0.0,0.0,0.0,None,7.0,20,404,13,3
Jharkhand,Sahebganj,Dengue,2022-10,2022,10,0.0,7.0,0.0,0.0,0.0,None,7.0,20,404,13,3
Jharkhand,Sahebganj,Dengue,2022-11,2022,11,0.0,0.0,7.0,0.0,0.0,None,7.0,20,404,13,3
Jharkhand,Sahibganj,Measles,2021-12,2021,12,63.0,0.0,0.0,0.0,0.0,None,63.0,20,405,28,3
Jharkhand,Sahibganj,Measles,2022-01,2022,1,0.0,63.0,0.0,0.0,0.0,None,63.0,20,405,28,3
Jharkhand,Sahibganj,Measles,2022-02,2022,2,0.0,0.0,63.0,0.0,0.0,None,63.0,20,405,28,3
Jharkhand,Saraikela Kharsawan,Chickenpox,2022-05,2022,5,6.0,0.0,0.0,0.0,0.0,None,6.0,20,412,8,3
Jharkhand,Saraikela Kharsawan,Chickenpox,2022-06,2022,6,0.0,6.0,0.0,0.0,0.0,None,6.0,20,412,8,3
Jharkhand,Saraikela Kharsawan,Chickenpox,2022-07,2022,7,0.0,0.0,6.0,0.0,0.0,None,6.0,20,412,8,3
Jharkhand,Simdega,Dengue,2023-10,2023,10,49.0,0.0,0.0,0.0,0.0,None,49.0,20,428,13,3
Jharkhand,West Singhbhum,Acute Diarrheal Disease,2022-05,2022,5,9.0,0.0,0.0,0.0,4.0,Low,9.0,20,528,0,1
Jharkhand,West Singhbhum,Acute Diarrheal Disease,2022-06,2022,6,4.0,9.0,0.0,0.0,0.0,None,13.0,20,528,0,3
Jharkhand,West Singhbhum,Acute Diarrheal Disease,2022-07,2022,7,0.0,4.0,9.0,0.0,0.0,None,13.0,20,528,0,3
Jharkhand,West Singhbhum,Acute Diarrheal Disease,2022-08,2022,8,0.0,0.0,4.0,9.0,0.0,None,4.0,20,528,0,3
Jharkhand,West Singhbhum,Acute Diarrheal Disease,2023-08,2023,8,5.0,0.0,0.0,0.0,0.0,None,5.0,20,528,0,3
Jharkhand,West Singhbhum,Acute Diarrheal Disease,2023-09,2023,9,0.0,5.0,0.0,0.0,0.0,None,5.0,20,528,0,3
Jharkhand,West Singhbhum,Acute Diarrheal Disease,2023-10,2023,10,0.0,0.0,5.0,0.0,0.0,None,5.0,20,528,0,3
Jharkhand,West Singhbhum,Chickenpox,2021-03,2021,3,22.0,0.0,0.0,0.0,0.0,None,22.0,20,528,8,3
Jharkhand,West Singhbhum,Chickenpox,2021-04,2021,4,0.0,22.0,0.0,0.0,0.0,None,22.0,20,528,8,3
Jharkhand,West Singhbhum,Chickenpox,2021-05,2021,5,0.0,0.0,22.0,0.0,0.0,None,22.0,20,528,8,3
Jharkhand,West Singhbhum,Chickenpox,2022-01,2022,1,12.0,0.0,0.0,0.0,0.0,None,12.0,20,528,8,3
Jharkhand,West Singhbhum,Chickenpox,2022-02,2022,2,0.0,12.0,0.0,0.0,0.0,None,12.0,20,528,8,3
Jharkhand,West Singhbhum,Chickenpox,2022-03,2022,3,0.0,0.0,12.0,0.0,0.0,None,12.0,20,528,8,3
Jharkhand,West Singhbhum,Chickenpox,2023-05,2023,5,7.0,0.0,0.0,0.0,7.0,Low,7.0,20,528,8,1
Jharkhand,West Singhbhum,Chickenpox,2023-06,2023,6,7.0,7.0,0.0,0.0,0.0,None,14.0,20,528,8,3
Jharkhand,West Singhbhum,Chickenpox,2023-07,2023,7,0.0,7.0,7.0,0.0,0.0,None,14.0,20,528,8,3
Jharkhand,West Singhbhum,Chickenpox,2023-08,2023,8,0.0,0.0,7.0,7.0,0.0,None,7.0,20,528,8,3
Jharkhand,West Singhbhum,Fever With Rash,2022-07,2022,7,5.0,0.0,0.0,0.0,0.0,None,5.0,20,528,18,3
Jharkhand,West Singhbhum,Fever With Rash,2022-08,2022,8,0.0,5.0,0.0,0.0,0.0,None,5.0,20,528,18,3
Jharkhand,West Singhbhum,Fever With Rash,2022-09,2022,9,0.0,0.0,5.0,0.0,0.0,None,5.0,20,528,18,3
Jharkhand,West Singhbhum,Food Poisoning,2022-03,2022,3,9.0,0.0,0.0,0.0,0.0,None,9.0,20,528,19,3
Jharkhand,West Singhbhum,Food Poisoning,2022-04,2022,4,0.0,9.0,0.0,0.0,15.0,Low,9.0,20,528,19,1
Jharkhand,West Singhbhum,Food Poisoning,2022-05,2022,5,15.0,0.0,9.0,0.0,0.0,None,24.0,20,528,19,3
Jharkhand,West Singhbhum,Food Poisoning,2022-06,2022,6,0.0,15.0,0.0,9.0,0.0,None,15.0,20,528,19,3
Jharkhand,West Singhbhum,Food Poisoning,2022-07,2022,7,0.0,0.0,15.0,0.0,0.0,None,15.0,20,528,19,3
Jharkhand,West Singhbhum,Malaria,2022-09,2022,9,11.0,0.0,0.0,0.0,0.0,None,11.0,20,528,27,3
Jharkhand,West Singhbhum,Malaria,2022-10,2022,10,0.0,11.0,0.0,0.0,0.0,None,11.0,20,528,27,3
Jharkhand,West Singhbhum,Malaria,2022-11,2022,11,0.0,0.0,11.0,0.0,0.0,None,11.0,20,528,27,3
Jharkhand,West Singhbhum,Malaria,2023-09,2023,9,11.0,0.0,0.0,0.0,64.0,Medium,11.0,20,528,27,2
Jharkhand,West Singhbhum,Malaria,2023-10,2023,10,64.0,11.0,0.0,0.0,7.0,Low,75.0,20,528,27,1
Jharkhand (Ihip),East Singhbhum,Acute Diarrheal Disease,2022-06,2022,6,21.0,0.0,0.0,0.0,0.0,None,21.0,21,148,0,3
Jharkhand (Ihip),East Singhbhum,Acute Diarrheal Disease,2022-07,2022,7,0.0,21.0,0.0,0.0,0.0,None,21.0,21,148,0,3
Jharkhand (Ihip),East Singhbhum,Acute Diarrheal Disease,2022-08,2022,8,0.0,0.0,21.0,0.0,0.0,None,21.0,21,148,0,3
Jharkhand (Ihip),West Singhbhum,Fever With Rash,2022-06,2022,6,5.0,0.0,0.0,0.0,0.0,None,5.0,21,528,18,3
Jharkhand (Ihip),West Singhbhum,Fever With Rash,2022-07,2022,7,0.0,5.0,0.0,0.0,0.0,None,5.0,21,528,18,3
Jharkhand (Ihip),West Singhbhum,Fever With Rash,2022-08,2022,8,0.0,0.0,5.0,0.0,0.0,None,5.0,21,528,18,3
Karnataka,Bagalakote,Chickenpox,2022-12,2022,12,12.0,0.0,0.0,0.0,0.0,None,12.0,22,24,8,3
Karnataka,Bagalakote,Chickenpox,2023-01,2023,1,0.0,12.0,0.0,0.0,0.0,None,12.0,22,24,8,3
Karnataka,Bagalakote,Chickenpox,2023-02,2023,2,0.0,0.0,12.0,0.0,0.0,None,12.0,22,24,8,3
Karnataka,Bagalakote,Cholera,2023-06,2023,6,13.0,0.0,0.0,0.0,0.0,None,13.0,22,24,10,3
Karnataka,Bagalakote,Cholera,2023-07,2023,7,0.0,13.0,0.0,0.0,0.0,None,13.0,22,24,10,3
Karnataka,Bagalakote,Cholera,2023-08,2023,8,0.0,0.0,13.0,0.0,0.0,None,13.0,22,24,10,3
Karnataka,Bagalkot,Chikungunya,2021-01,2021,1,18.0,0.0,0.0,0.0,0.0,None,18.0,22,25,9,3
Karnataka,Bagalkot,Chikungunya,2021-02,2021,2,0.0,18.0,0.0,0.0,0.0,None,18.0,22,25,9,3
Karnataka,Bagalkot,Chikungunya,2021-03,2021,3,0.0,0.0,18.0,0.0,0.0,None,18.0,22,25,9,3
Karnataka,Bagalkote,Acute Diarrheal Disease,2022-07,2022,7,25.0,0.0,0.0,0.0,111.0,High,25.0,22,26,0,0
Karnataka,Bagalkote,Acute Diarrheal Disease,2022-08,2022,8,111.0,25.0,0.0,0.0,0.0,None,136.0,22,26,0,3
Karnataka,Bagalkote,Acute Diarrheal Disease,2022-09,2022,9,0.0,111.0,25.0,0.0,0.0,None,136.0,22,26,0,3
Karnataka,Bagalkote,Acute Diarrheal Disease,2022-10,2022,10,0.0,0.0,111.0,25.0,0.0,None,111.0,22,26,0,3
Karnataka,Bagalkote,Chickenpox,2023-02,2023,2,10.0,0.0,0.0,0.0,34.0,Medium,10.0,22,26,8,2
Karnataka,Bagalkote,Chickenpox,2023-03,2023,3,34.0,10.0,0.0,0.0,0.0,None,44.0,22,26,8,3
Karnataka,Bagalkote,Chickenpox,2023-04,2023,4,0.0,34.0,10.0,0.0,0.0,None,44.0,22,26,8,3
Karnataka,Bagalkote,Chickenpox,2023-05,2023,5,0.0,0.0,34.0,10.0,0.0,None,34.0,22,26,8,3
Karnataka,Bagalkote,Food Poisoning,2022-03,2022,3,63.0,0.0,0.0,0.0,0.0,None,63.0,22,26,19,3
Karnataka,Bagalkote,Food Poisoning,2022-04,2022,4,0.0,63.0,0.0,0.0,0.0,None,63.0,22,26,19,3
Karnataka,Bagalkote,Food Poisoning,2022-05,2022,5,0.0,0.0,63.0,0.0,0.0,None,63.0,22,26,19,3
Karnataka,Bagalkote,Measles,2023-04,2023,4,13.0,0.0,0.0,0.0,0.0,None,13.0,22,26,28,3
Karnataka,Bagalkote,Measles,2023-05,2023,5,0.0,13.0,0.0,0.0,0.0,None,13.0,22,26,28,3
Karnataka,Bagalkote,Measles,2023-06,2023,6,0.0,0.0,13.0,0.0,0.0,None,13.0,22,26,28,3
Karnataka,Ballari,Acute Diarrheal Disease,2021-01,2021,1,37.0,0.0,0.0,0.0,0.0,None,37.0,22,32,0,3
Karnataka,Ballari,Acute Diarrheal Disease,2021-02,2021,2,0.0,37.0,0.0,0.0,0.0,None,37.0,22,32,0,3
Karnataka,Ballari,Acute Diarrheal Disease,2021-03,2021,3,0.0,0.0,37.0,0.0,0.0,None,37.0,22,32,0,3
Karnataka,Ballari,Acute Diarrheal Disease,2022-07,2022,7,44.0,0.0,0.0,0.0,11.0,Low,44.0,22,32,0,1
Karnataka,Ballari,Acute Diarrheal Disease,2022-08,2022,8,11.0,44.0,0.0,0.0,0.0,None,55.0,22,32,0,3
Karnataka,Ballari,Acute Diarrheal Disease,2022-09,2022,9,0.0,11.0,44.0,0.0,0.0,None,55.0,22,32,0,3
Karnataka,Ballari,Acute Diarrheal Disease,2022-10,2022,10,0.0,0.0,11.0,44.0,0.0,None,11.0,22,32,0,3
Karnataka,Ballari,Acute Diarrheal Disease,2023-03,2023,3,95.0,0.0,0.0,0.0,0.0,None,95.0,22,32,0,3
Karnataka,Ballari,Acute Diarrheal Disease,2023-04,2023,4,0.0,95.0,0.0,0.0,0.0,None,95.0,22,32,0,3
Karnataka,Ballari,Acute Diarrheal Disease,2023-05,2023,5,0.0,0.0,95.0,0.0,0.0,None,95.0,22,32,0,3
Karnataka,Ballari,Acute Diarrheal Disease,2023-09,2023,9,43.0,0.0,0.0,0.0,0.0,None,43.0,22,32,0,3
Karnataka,Ballari,Acute Diarrheal Disease,2023-10,2023,10,0.0,43.0,0.0,0.0,0.0,None,43.0,22,32,0,3
Karnataka,Ballari,Cholera,2022-08,2022,8,147.0,0.0,0.0,0.0,0.0,None,147.0,22,32,10,3
Karnataka,Ballari,Cholera,2022-09,2022,9,0.0,147.0,0.0,0.0,0.0,None,147.0,22,32,10,3
Karnataka,Ballari,Cholera,2022-10,2022,10,0.0,0.0,147.0,0.0,0.0,None,147.0,22,32,10,3
Karnataka,Ballari,Leptospirosis,2023-08,2023,8,11.0,0.0,0.0,0.0,0.0,None,11.0,22,32,25,3
Karnataka,Ballari,Leptospirosis,2023-09,2023,9,0.0,11.0,0.0,0.0,0.0,None,11.0,22,32,25,3
Karnataka,Ballari,Leptospirosis,2023-10,2023,10,0.0,0.0,11.0,0.0,0.0,None,11.0,22,32,25,3
Karnataka,Ballari,Rabies,2022-11,2022,11,2.0,0.0,0.0,0.0,0.0,None,2.0,22,32,35,3
Karnataka,Ballari,Rabies,2022-12,2022,12,0.0,2.0,0.0,0.0,0.0,None,2.0,22,32,35,3
Karnataka,Ballari,Rabies,2023-01,2023,1,0.0,0.0,2.0,0.0,1.0,Low,2.0,22,32,35,1
Karnataka,Ballari,Rabies,2023-02,2023,2,1.0,0.0,0.0,2.0,0.0,None,1.0,22,32,35,3
Karnataka,Ballari,Rabies,2023-03,2023,3,0.0,1.0,0.0,0.0,0.0,None,1.0,22,32,35,3
Karnataka,Ballari,Rabies,2023-04,2023,4,0.0,0.0,1.0,0.0,0.0,None,1.0,22,32,35,3
Karnataka,Ballari,Typhoid,2023-06,2023,6,88.0,0.0,0.0,0.0,0.0,None,88.0,22,32,39,3
Karnataka,Ballari,Typhoid,2023-07,2023,7,0.0,88.0,0.0,0.0,0.0,None,88.0,22,32,39,3
Karnataka,Ballari,Typhoid,2023-08,2023,8,0.0,0.0,88.0,0.0,0.0,None,88.0,22,32,39,3
Karnataka,Bangalore,Acute Diarrheal Disease,2023-04,2023,4,297.0,0.0,0.0,0.0,0.0,None,297.0,22,39,0,3
Karnataka,Bangalore,Acute Diarrheal Disease,2023-05,2023,5,0.0,297.0,0.0,0.0,0.0,None,297.0,22,39,0,3
Karnataka,Bangalore,Acute Diarrheal Disease,2023-06,2023,6,0.0,0.0,297.0,0.0,0.0,None,297.0,22,39,0,3
Karnataka,Bangalore Rural,Dengue,2022-06,2022,6,14.0,0.0,0.0,0.0,0.0,None,14.0,22,40,13,3
Karnataka,Bangalore Rural,Dengue,2022-07,2022,7,0.0,14.0,0.0,0.0,0.0,None,14.0,22,40,13,3
Karnataka,Bangalore Rural,Dengue,2022-08,2022,8,0.0,0.0,14.0,0.0,0.0,None,14.0,22,40,13,3
Karnataka,Bangalore Urban,Acute Diarrheal Disease,2022-11,2022,11,104.0,0.0,0.0,0.0,0.0,None,104.0,22,41,0,3
Karnataka,Bangalore Urban,Acute Diarrheal Disease,2022-12,2022,12,0.0,104.0,0.0,0.0,0.0,None,104.0,22,41,0,3
Karnataka,Bangalore Urban,Acute Diarrheal Disease,2023-01,2023,1,0.0,0.0,104.0,0.0,0.0,None,104.0,22,41,0,3
Karnataka,Bbmp,Acute Diarrheal Disease,2023-06,2023,6,99.0,0.0,0.0,0.0,0.0,None,99.0,22,54,0,3
Karnataka,Bbmp,Acute Diarrheal Disease,2023-07,2023,7,0.0,99.0,0.0,0.0,0.0,None,99.0,22,54,0,3
Karnataka,Bbmp,Acute Diarrheal Disease,2023-08,2023,8,0.0,0.0,99.0,0.0,0.0,None,99.0,22,54,0,3
Karnataka,Bbmp,Cholera,2022-05,2022,5,169.0,0.0,0.0,0.0,0.0,None,169.0,22,54,10,3
Karnataka,Bbmp,Cholera,2022-06,2022,6,0.0,169.0,0.0,0.0,0.0,None,169.0,22,54,10,3
Karnataka,Bbmp,Cholera,2022-07,2022,7,0.0,0.0,169.0,0.0,0.0,None,169.0,22,54,10,3
Karnataka,Belagavi,Acute Diarrheal Disease,2023-06,2023,6,24.0,0.0,0.0,0.0,0.0,None,24.0,22,56,0,3
