State,District,Disease,YearMonth,Year,Month,Cases,Cases_Lag1,Cases_Lag2,Cases_Lag3,Target_Cases,Risk,Rolling_Sum,State_Enc,District_Enc,Disease_Enc,Target_Enc
Haryana,Karnal,Scrub Typhus,2023-08,2023,8,28.0,0.0,0.0,0.0,0.0,None,28.0,15,247,37,3
Haryana,Karnal,Scrub Typhus,2023-09,2023,9,0.0,28.0,0.0,0.0,0.0,None,28.0,15,247,37,3
Haryana,Karnal,Scrub Typhus,2023-10,2023,10,0.0,0.0,28.0,0.0,0.0,None,28.0,15,247,37,3
Haryana,Nuh,Encephalitis Sydrome / Je,2023-10,2023,10,10.0,0.0,0.0,0.0,0.0,None,10.0,15,343,15,3
Haryana,Nuh,Measles,2022-05,2022,5,18.0,0.0,0.0,0.0,0.0,None,18.0,15,343,28,3
Haryana,Nuh,Measles,2022-06,2022,6,0.0,18.0,0.0,0.0,8.0,Low,18.0,15,343,28,1
Haryana,Nuh,Measles,2022-07,2022,7,8.0,0.0,18.0,0.0,30.0,Medium,26.0,15,343,28,2
Haryana,Nuh,Measles,2022-08,2022,8,30.0,8.0,0.0,18.0,0.0,None,38.0,15,343,28,3
Haryana,Nuh,Measles,2022-09,2022,9,0.0,30.0,8.0,0.0,0.0,None,38.0,15,343,28,3
Haryana,Nuh,Measles,2022-10,2022,10,0.0,0.0,30.0,8.0,0.0,None,30.0,15,343,28,3
Haryana,Palwal,Diphtheria,2023-10,2023,10,8.0,0.0,0.0,0.0,0.0,None,8.0,15,349,14,3
Haryana,Palwal,Fever With Rash,2022-05,2022,5,7.0,0.0,0.0,0.0,0.0,None,7.0,15,349,18,3
Haryana,Palwal,Fever With Rash,2022-06,2022,6,0.0,7.0,0.0,0.0,0.0,None,7.0,15,349,18,3
Haryana,Palwal,Fever With Rash,2022-07,2022,7,0.0,0.0,7.0,0.0,0.0,None,7.0,15,349,18,3
Haryana,Palwal,Measles,2022-11,2022,11,5.0,0.0,0.0,0.0,0.0,None,5.0,15,349,28,3
Haryana,Palwal,Measles,2022-12,2022,12,0.0,5.0,0.0,0.0,0.0,None,5.0,15,349,28,3
Haryana,Palwal,Measles,2023-01,2023,1,0.0,0.0,5.0,0.0,0.0,None,5.0,15,349,28,3
Haryana,Panchkula,Typhoid,2022-03,2022,3,6.0,0.0,0.0,0.0,0.0,None,6.0,15,350,39,3
Haryana,Panchkula,Typhoid,2022-04,2022,4,0.0,6.0,0.0,0.0,0.0,None,6.0,15,350,39,3
Haryana,Panchkula,Typhoid,2022-05,2022,5,0.0,0.0,6.0,0.0,0.0,None,6.0,15,350,39,3
Haryana,Panipat,Acute Diarrheal Disease,2022-04,2022,4,6.0,0.0,0.0,0.0,0.0,None,6.0,15,352,0,3
Haryana,Panipat,Acute Diarrheal Disease,2022-05,2022,5,0.0,6.0,0.0,0.0,0.0,None,6.0,15,352,0,3
Haryana,Panipat,Acute Diarrheal Disease,2022-06,2022,6,0.0,0.0,6.0,0.0,0.0,None,6.0,15,352,0,3
Haryana,Panipat,Diphtheria,2021-03,2021,3,1.0,0.0,0.0,0.0,0.0,None,1.0,15,352,14,3
Haryana,Panipat,Diphtheria,2021-04,2021,4,0.0,1.0,0.0,0.0,0.0,None,1.0,15,352,14,3
Haryana,Panipat,Diphtheria,2021-05,2021,5,0.0,0.0,1.0,0.0,0.0,None,1.0,15,352,14,3
Haryana,Panipat,Measles,2022-05,2022,5,3.0,0.0,0.0,0.0,0.0,None,3.0,15,352,28,3
Haryana,Panipat,Measles,2022-06,2022,6,0.0,3.0,0.0,0.0,0.0,None,3.0,15,352,28,3
Haryana,Panipat,Measles,2022-07,2022,7,0.0,0.0,3.0,0.0,0.0,None,3.0,15,352,28,3
Haryana,Panipat,Measles,2022-12,2022,12,7.0,0.0,0.0,0.0,0.0,None,7.0,15,352,28,3
Haryana,Panipat,Measles,2023-01,2023,1,0.0,7.0,0.0,0.0,0.0,None,7.0,15,352,28,3
Haryana,Panipat,Measles,2023-02,2023,2,0.0,0.0,7.0,0.0,0.0,None,7.0,15,352,28,3
Haryana,Sonipat,Food Poisoning,2023-03,2023,3,63.0,0.0,0.0,0.0,0.0,None,63.0,15,439,19,3
Haryana,Sonipat,Food Poisoning,2023-04,2023,4,0.0,63.0,0.0,0.0,0.0,None,63.0,15,439,19,3
Haryana,Sonipat,Food Poisoning,2023-05,2023,5,0.0,0.0,63.0,0.0,0.0,None,63.0,15,439,19,3
Haryana,Yamuna Nagar,Acute Diarrheal Disease,2022-08,2022,8,25.0,0.0,0.0,0.0,0.0,None,25.0,15,531,0,3
Haryana,Yamuna Nagar,Acute Diarrheal Disease,2022-09,2022,9,0.0,25.0,0.0,0.0,0.0,None,25.0,15,531,0,3
Haryana,Yamuna Nagar,Acute Diarrheal Disease,2022-10,2022,10,0.0,0.0,25.0,0.0,0.0,None,25.0,15,531,0,3
Haryana,Yamunanagar,Acute Diarrheal Disease,2023-05,2023,5,42.0,0.0,0.0,0.0,0.0,None,42.0,15,532,0,3
Haryana,Yamunanagar,Acute Diarrheal Disease,2023-06,2023,6,0.0,42.0,0.0,0.0,0.0,None,42.0,15,532,0,3
Haryana,Yamunanagar,Acute Diarrheal Disease,2023-07,2023,7,0.0,0.0,42.0,0.0,0.0,None,42.0,15,532,0,3
Himachal Pradesh,Bilaspur,Acute Diarrheal Disease,2021-02,2021,2,309.0,0.0,0.0,0.0,0.0,None,309.0,16,74,0,3
Himachal Pradesh,Bilaspur,Acute Diarrheal Disease,2021-03,2021,3,0.0,309.0,0.0,0.0,0.0,None,309.0,16,74,0,3
Himachal Pradesh,Bilaspur,Acute Diarrheal Disease,2021-04,2021,4,0.0,0.0,309.0,0.0,0.0,None,309.0,16,74,0,3
Himachal Pradesh,Kangra,Acute Diarrheal Disease,2023-01,2023,1,112.0,0.0,0.0,0.0,0.0,None,112.0,16,238,0,3
Himachal Pradesh,Kangra,Acute Diarrheal Disease,2023-02,2023,2,0.0,112.0,0.0,0.0,0.0,None,112.0,16,238,0,3
Himachal Pradesh,Kangra,Acute Diarrheal Disease,2023-03,2023,3,0.0,0.0,112.0,0.0,0.0,None,112.0,16,238,0,3
Himachal Pradesh,Mandi,Acute Diarrheal Disease,2022-06,2022,6,19.0,0.0,0.0,0.0,0.0,None,19.0,16,300,0,3
Himachal Pradesh,Mandi,Acute Diarrheal Disease,2022-07,2022,7,0.0,19.0,0.0,0.0,0.0,None,19.0,16,300,0,3
Himachal Pradesh,Mandi,Acute Diarrheal Disease,2022-08,2022,8,0.0,0.0,19.0,0.0,0.0,None,19.0,16,300,0,3
Himachal Pradesh,Solan,Dengue,2022-06,2022,6,34.0,0.0,0.0,0.0,0.0,None,34.0,16,436,13,3
Himachal Pradesh,Solan,Dengue,2022-07,2022,7,0.0,34.0,0.0,0.0,0.0,None,34.0,16,436,13,3
Himachal Pradesh,Solan,Dengue,2022-08,2022,8,0.0,0.0,34.0,0.0,0.0,None,34.0,16,436,13,3
Jammu & Kashmir,Jammu,Chickenpox,2022-05,2022,5,8.0,0.0,0.0,0.0,0.0,None,8.0,17,209,8,3
Jammu & Kashmir,Jammu,Chickenpox,2022-06,2022,6,0.0,8.0,0.0,0.0,0.0,None,8.0,17,209,8,3
Jammu & Kashmir,Jammu,Chickenpox,2022-07,2022,7,0.0,0.0,8.0,0.0,0.0,None,8.0,17,209,8,3
Jammu And Kashmir,Anantnag,Chickenpox,2022-05,2022,5,10.0,0.0,0.0,0.0,0.0,None,10.0,18,16,8,3
Jammu And Kashmir,Anantnag,Chickenpox,2022-06,2022,6,0.0,10.0,0.0,0.0,0.0,None,10.0,18,16,8,3
Jammu And Kashmir,Anantnag,Chickenpox,2022-07,2022,7,0.0,0.0,10.0,0.0,0.0,None,10.0,18,16,8,3
Jammu And Kashmir,Anantnag,Hepatitis/Jaundice,2022-05,2022,5,26.0,0.0,0.0,0.0,0.0,None,26.0,18,16,21,3
Jammu And Kashmir,Anantnag,Hepatitis/Jaundice,2022-06,2022,6,0.0,26.0,0.0,0.0,0.0,None,26.0,18,16,21,3
Jammu And Kashmir,Anantnag,Hepatitis/Jaundice,2022-07,2022,7,0.0,0.0,26.0,0.0,0.0,None,26.0,18,16,21,3
Jammu And Kashmir,Anantnag,Mumps,2023-08,2023,8,114.0,0.0,0.0,0.0,0.0,None,114.0,18,16,31,3
Jammu And Kashmir,Anantnag,Mumps,2023-09,2023,9,0.0,114.0,0.0,0.0,0.0,None,114.0,18,16,31,3
Jammu And Kashmir,Anantnag,Mumps,2023-10,2023,10,0.0,0.0,114.0,0.0,0.0,None,114.0,18,16,31,3
Jammu And Kashmir,Badgam,Hepatitis/Jaundice,2022-05,2022,5,12.0,0.0,0.0,0.0,0.0,None,12.0,18,23,21,3
Jammu And Kashmir,Badgam,Hepatitis/Jaundice,2022-06,2022,6,0.0,12.0,0.0,0.0,0.0,None,12.0,18,23,21,3
Jammu And Kashmir,Badgam,Hepatitis/Jaundice,2022-07,2022,7,0.0,0.0,12.0,0.0,0.0,None,12.0,18,23,21,3
Jammu And Kashmir,Badgam,Hepatitis/Jaundice,2023-02,2023,2,17.0,0.0,0.0,0.0,0.0,None,17.0,18,23,21,3
Jammu And Kashmir,Badgam,Hepatitis/Jaundice,2023-03,2023,3,0.0,17.0,0.0,0.0,0.0,None,17.0,18,23,21,3
Jammu And Kashmir,Badgam,Hepatitis/Jaundice,2023-04,2023,4,0.0,0.0,17.0,0.0,0.0,None,17.0,18,23,21,3
Jammu And Kashmir,Bandipora,Chickenpox,2022-08,2022,8,6.0,0.0,0.0,0.0,0.0,None,6.0,18,38,8,3
Jammu And Kashmir,Bandipora,Chickenpox,2022-09,2022,9,0.0,6.0,0.0,0.0,0.0,None,6.0,18,38,8,3
Jammu And Kashmir,Bandipora,Chickenpox,2022-10,2022,10,0.0,0.0,6.0,0.0,0.0,None,6.0,18,38,8,3
Jammu And Kashmir,Baramulla,Acute Diarrheal Disease,2023-10,2023,10,79.0,0.0,0.0,0.0,0.0,None,79.0,18,44,0,3
Jammu And Kashmir,Baramulla,Hepatitis/Jaundice,2023-09,2023,9,24.0,0.0,0.0,0.0,0.0,None,24.0,18,44,21,3
Jammu And Kashmir,Baramulla,Hepatitis/Jaundice,2023-10,2023,10,0.0,24.0,0.0,0.0,0.0,None,24.0,18,44,21,3
Jammu And Kashmir,Baramulla,Mumps,2023-08,2023,8,11.0,0.0,0.0,0.0,16.0,Low,11.0,18,44,31,1
Jammu And Kashmir,Baramulla,Mumps,2023-09,2023,9,16.0,11.0,0.0,0.0,0.0,None,27.0,18,44,31,3
Jammu And Kashmir,Baramulla,Mumps,2023-10,2023,10,0.0,16.0,11.0,0.0,0.0,None,27.0,18,44,31,3
Jammu And Kashmir,Doda,Chickenpox,2022-05,2022,5,18.0,0.0,0.0,0.0,0.0,None,18.0,18,141,8,3
Jammu And Kashmir,Doda,Chickenpox,2022-06,2022,6,0.0,18.0,0.0,0.0,0.0,None,18.0,18,141,8,3
Jammu And Kashmir,Doda,Chickenpox,2022-07,2022,7,0.0,0.0,18.0,0.0,0.0,None,18.0,18,141,8,3
Jammu And Kashmir,Ganderbal,Mumps,2023-09,2023,9,15.0,0.0,0.0,0.0,0.0,None,15.0,18,162,31,3
Jammu And Kashmir,Ganderbal,Mumps,2023-10,2023,10,0.0,15.0,0.0,0.0,0.0,None,15.0,18,162,31,3
Jammu And Kashmir,Jammu,Chikungunya,2023-09,2023,9,9.0,0.0,0.0,0.0,0.0,None,9.0,18,209,9,3
Jammu And Kashmir,Jammu,Chikungunya,2023-10,2023,10,0.0,9.0,0.0,0.0,0.0,None,9.0,18,209,9,3
Jammu And Kashmir,Kathua,Chikungunya,2023-10,2023,10,39.0,0.0,0.0,0.0,0.0,None,39.0,18,249,9,3
Jammu And Kashmir,Kathua,Dengue,2023-08,2023,8,98.0,0.0,0.0,0.0,0.0,None,98.0,18,249,13,3
Jammu And Kashmir,Kathua,Dengue,2023-09,2023,9,0.0,98.0,0.0,0.0,0.0,None,98.0,18,249,13,3
Jammu And Kashmir,Kathua,Dengue,2023-10,2023,10,0.0,0.0,98.0,0.0,0.0,None,98.0,18,249,13,3
Jammu And Kashmir,Kulgam,Hepatitis/Jaundice,2022-09,2022,9,20.0,0.0,0.0,0.0,0.0,None,20.0,18,277,21,3
Jammu And Kashmir,Kulgam,Hepatitis/Jaundice,2022-10,2022,10,0.0,20.0,0.0,0.0,0.0,None,20.0,18,277,21,3
Jammu And Kashmir,Kulgam,Hepatitis/Jaundice,2022-11,2022,11,0.0,0.0,20.0,0.0,0.0,None,20.0,18,277,21,3
Jammu And Kashmir,Kupwara,Chickenpox,2023-07,2023,7,24.0,0.0,0.0,0.0,20.0,Low,24.0,18,279,8,1
Jammu And Kashmir,Kupwara,Chickenpox,2023-08,2023,8,20.0,24.0,0.0,0.0,0.0,None,44.0,18,279,8,3
Jammu And Kashmir,Kupwara,Chickenpox,2023-09,2023,9,0.0,20.0,24.0,0.0,0.0,None,44.0,18,279,8,3
Jammu And Kashmir,Kupwara,Chickenpox,2023-10,2023,10,0.0,0.0,20.0,24.0,0.0,None,20.0,18,279,8,3
Jammu And Kashmir,Kupwara,Hepatitis/Jaundice,2023-09,2023,9,19.0,0.0,0.0,0.0,0.0,None,19.0,18,279,21,3
Jammu And Kashmir,Kupwara,Hepatitis/Jaundice,2023-10,2023,10,0.0,19.0,0.0,0.0,0.0,None,19.0,18,279,21,3
Jammu And Kashmir,Pulwama,Chickenpox,2022-05,2022,5,11.0,0.0,0.0,0.0,0.0,None,11.0,18,374,8,3
Jammu And Kashmir,Pulwama,Chickenpox,2022-06,2022,6,0.0,11.0,0.0,0.0,0.0,None,11.0,18,374,8,3
Jammu And Kashmir,Pulwama,Chickenpox,2022-07,2022,7,0.0,0.0,11.0,0.0,0.0,None,11.0,18,374,8,3
Jammu And Kashmir,Pulwama,Hepatitis/Jaundice,2023-08,2023,8,12.0,0.0,0.0,0.0,16.0,Low,12.0,18,374,21,1
Jammu And Kashmir,Pulwama,Hepatitis/Jaundice,2023-09,2023,9,16.0,12.0,0.0,0.0,0.0,None,28.0,18,374,21,3
Jammu And Kashmir,Pulwama,Hepatitis/Jaundice,2023-10,2023,10,0.0,16.0,12.0,0.0,0.0,None,28.0,18,374,21,3
Jammu And Kashmir,Pulwama,Mumps,2023-08,2023,8,71.0,0.0,0.0,0.0,0.0,None,71.0,18,374,31,3
Jammu And Kashmir,Pulwama,Mumps,2023-09,2023,9,0.0,71.0,0.0,0.0,0.0,None,71.0,18,374,31,3
Jammu And Kashmir,Pulwama,Mumps,2023-10,2023,10,0.0,0.0,71.0,0.0,0.0,None,71.0,18,374,31,3
Jammu And Kashmir,Rajauri,Acute Diarrheal Disease,2022-09,2022,9,25.0,0.0,0.0,0.0,0.0,None,25.0,18,386,0,3
Jammu And Kashmir,Rajauri,Acute Diarrheal Disease,2022-10,2022,10,0.0,25.0,0.0,0.0,0.0,None,25.0,18,386,0,3
Jammu And Kashmir,Rajauri,Acute Diarrheal Disease,2022-11,2022,11,0.0,0.0,25.0,0.0,0.0,None,25.0,18,386,0,3
Jammu And Kashmir,Rajauri,Dengue,2023-08,2023,8,8.0,0.0,0.0,0.0,0.0,None,8.0,18,386,13,3
Jammu And Kashmir,Rajauri,Dengue,2023-09,2023,9,0.0,8.0,0.0,0.0,0.0,None,8.0,18,386,13,3
Jammu And Kashmir,Rajauri,Dengue,2023-10,2023,10,0.0,0.0,8.0,0.0,0.0,None,8.0,18,386,13,3
Jammu And Kashmir,Rajouri,Dengue,2023-09,2023,9,35.0,0.0,0.0,0.0,0.0,None,35.0,18,388,13,3
Jammu And Kashmir,Rajouri,Dengue,2023-10,2023,10,0.0,35.0,0.0,0.0,0.0,None,35.0,18,388,13,3
Jammu And Kashmir,Samba,Dengue,2023-09,2023,9,287.0,0.0,0.0,0.0,0.0,None,287.0,18,408,13,3
Jammu And Kashmir,Samba,Dengue,2023-10,2023,10,0.0,287.0,0.0,0.0,0.0,None,287.0,18,408,13,3
Jammu And Kashmir,Shopian,Chickenpox,2022-05,2022,5,14.0,0.0,0.0,0.0,0.0,None,14.0,18,425,8,3
Jammu And Kashmir,Shopian,Chickenpox,2022-06,2022,6,0.0,14.0,0.0,0.0,0.0,None,14.0,18,425,8,3
Jammu And Kashmir,Shopian,Chickenpox,2022-07,2022,7,0.0,0.0,14.0,0.0,0.0,None,14.0,18,425,8,3
Jammu And Kashmir,Shopian,Hepatitis/Jaundice,2023-04,2023,4,5.0,0.0,0.0,0.0,0.0,None,5.0,18,425,21,3
Jammu And Kashmir,Shopian,Hepatitis/Jaundice,2023-05,2023,5,0.0,5.0,0.0,0.0,0.0,None,5.0,18,425,21,3
Jammu And Kashmir,Shopian,Hepatitis/Jaundice,2023-06,2023,6,0.0,0.0,5.0,0.0,0.0,None,5.0,18,425,21,3
Jammu And Kashmir,Shopian,Hepatitis/Jaundice,2023-08,2023,8,9.0,0.0,0.0,0.0,0.0,None,9.0,18,425,21,3
Jammu And Kashmir,Shopian,Hepatitis/Jaundice,2023-09,2023,9,0.0,9.0,0.0,0.0,0.0,None,9.0,18,425,21,3
Jammu And Kashmir,Shopian,Hepatitis/Jaundice,2023-10,2023,10,0.0,0.0,9.0,0.0,0.0,None,9.0,18,425,21,3
Jammu And Kashmir,Shopian,Measles,2023-08,2023,8,6.0,0.0,0.0,0.0,0.0,None,6.0,18,425,28,3
Jammu And Kashmir,Shopian,Measles,2023-09,2023,9,0.0,6.0,0.0,0.0,0.0,None,6.0,18,425,28,3
Jammu And Kashmir,Shopian,Measles,2023-10,2023,10,0.0,0.0,6.0,0.0,0.0,None,6.0,18,425,28,3
Jammu And Kashmir,Shopian,Mumps,2023-06,2023,6,24.0,0.0,0.0,0.0,0.0,None,24.0,18,425,31,3
Jammu And Kashmir,Shopian,Mumps,2023-07,2023,7,0.0,24.0,0.0,0.0,13.0,Low,24.0,18,425,31,1
Jammu And Kashmir,Shopian,Mumps,2023-08,2023,8,13.0,0.0,24.0,0.0,26.0,Medium,37.0,18,425,31,2
Jammu And Kashmir,Shopian,Mumps,2023-09,2023,9,26.0,13.0,0.0,24.0,0.0,None,39.0,18,425,31,3
Jammu And Kashmir,Shopian,Mumps,2023-10,2023,10,0.0,26.0,13.0,0.0,0.0,None,39.0,18,425,31,3
Jammu And Kashmir,Srinagar,Mumps,2023-08,2023,8,29.0,0.0,0.0,0.0,0.0,None,29.0,18,454,31,3
Jammu And Kashmir,Srinagar,Mumps,2023-09,2023,9,0.0,29.0,0.0,0.0,11.0,Low,29.0,18,454,31,1
Jammu And Kashmir,Srinagar,Mumps,2023-10,2023,10,11.0,0.0,29.0,0.0,0.0,None,40.0,18,454,31,3
Jammu And Kashmir,Udhampur,Dengue,2023-09,2023,9,157.0,0.0,0.0,0.0,0.0,None,157.0,18,492,13,3
Jammu And Kashmir,Udhampur,Dengue,2023-10,2023,10,0.0,157.0,0.0,0.0,0.0,None,157.0,18,492,13,3
Jammu And Kashmir,Udhampur,Measles,2023-05,2023,5,4.0,0.0,0.0,0.0,0.0,None,4.0,18,492,28,3
Jammu And Kashmir,Udhampur,Measles,2023-06,2023,6,0.0,4.0,0.0,0.0,0.0,None,4.0,18,492,28,3
Jammu And Kashmir,Udhampur,Measles,2023-07,2023,7,0.0,0.0,4.0,0.0,0.0,None,4.0,18,492,28,3
Jammu And Kashmir,Udhampur,Rabies,2023-09,2023,9,1.0,0.0,0.0,0.0,0.0,None,1.0,18,492,35,3
Jammu And Kashmir,Udhampur,Rabies,2023-10,2023,10,0.0,1.0,0.0,0.0,0.0,None,1.0,18,492,35,3
Jammu And Kashmir (Ihip),Ganderbal,Chickenpox,2022-06,2022,6,13.0,0.0,0.0,0.0,0.0,None,13.0,19,162,8,3
Jammu And Kashmir (Ihip),Ganderbal,Chickenpox,2022-07,2022,7,0.0,13.0,0.0,0.0,0.0,None,13.0,19,162,8,3
Jammu And Kashmir (Ihip),Ganderbal,Chickenpox,2022-08,2022,8,0.0,0.0,13.0,0.0,0.0,None,13.0,19,162,8,3
Jammu And Kashmir (Ihip),Jammu,Fever With Rash,2022-06,2022,6,8.0,0.0,0.0,0.0,0.0,None,8.0,19,209,18,3
Jammu And Kashmir (Ihip),Jammu,Fever With Rash,2022-07,2022,7,0.0,8.0,0.0,0.0,0.0,None,8.0,19,209,18,3
Jammu And Kashmir (Ihip),Jammu,Fever With Rash,2022-08,2022,8,0.0,0.0,8.0,0.0,0.0,None,8.0,19,209,18,3
Jharkhand,Bokaro,Acute Diarrheal Disease,2022-11,2022,11,5.0,0.0,0.0,0.0,0.0,None,5.0,20,76,0,3
Jharkhand,Bokaro,Acute Diarrheal Disease,2022-12,2022,12,0.0,5.0,0.0,0.0,0.0,None,5.0,20,76,0,3
Jharkhand,Bokaro,Acute Diarrheal Disease,2023-01,2023,1,0.0,0.0,5.0,0.0,0.0,None,5.0,20,76,0,3
Jharkhand,Chatra,Acute Diarrheal Disease,2023-03,2023,3,22.0,0.0,0.0,0.0,0.0,None,22.0,20,94,0,3
Jharkhand,Chatra,Acute Diarrheal Disease,2023-04,2023,4,0.0,22.0,0.0,0.0,0.0,None,22.0,20,94,0,3
Jharkhand,Chatra,Acute Diarrheal Disease,2023-05,2023,5,0.0,0.0,22.0,0.0,0.0,None,22.0,20,94,0,3
Jharkhand,Chatra,Acute Diarrheal Disease,2023-08,2023,8,12.0,0.0,0.0,0.0,9.0,Low,12.0,20,94,0,1
Jharkhand,Chatra,Acute Diarrheal Disease,2023-09,2023,9,9.0,12.0,0.0,0.0,0.0,None,21.0,20,94,0,3
Jharkhand,Chatra,Acute Diarrheal Disease,2023-10,2023,10,0.0,9.0,12.0,0.0,0.0,None,21.0,20,94,0,3
Jharkhand,Chatra,Chickenpox,2023-03,2023,3,12.0,0.0,0.0,0.0,0.0,None,12.0,20,94,8,3
Jharkhand,Chatra,Chickenpox,2023-04,2023,4,0.0,12.0,0.0,0.0,0.0,None,12.0,20,94,8,3
Jharkhand,Chatra,Chickenpox,2023-05,2023,5,0.0,0.0,12.0,0.0,0.0,None,12.0,20,94,8,3
Jharkhand,Chatra,Fever With Rash,2023-03,2023,3,13.0,0.0,0.0,0.0,0.0,None,13.0,20,94,18,3
Jharkhand,Chatra,Fever With Rash,2023-04,2023,4,0.0,13.0,0.0,0.0,0.0,None,13.0,20,94,18,3
Jharkhand,Chatra,Fever With Rash,2023-05,2023,5,0.0,0.0,13.0,0.0,0.0,None,13.0,20,94,18,3
Jharkhand,Chatra,Measles,2023-09,2023,9,12.0,0.0,0.0,0.0,0.0,None,12.0,20,94,28,3
Jharkhand,Chatra,Measles,2023-10,2023,10,0.0,12.0,0.0,0.0,0.0,None,12.0,20,94,28,3
Jharkhand,Deoghar,Acute Diarrheal Disease,2023-03,2023,3,18.0,0.0,0.0,0.0,0.0,None,18.0,20,124,0,3
Jharkhand,Deoghar,Acute Diarrheal Disease,2023-04,2023,4,0.0,18.0,0.0,0.0,0.0,None,18.0,20,124,0,3
Jharkhand,Deoghar,Acute Diarrheal Disease,2023-05,2023,5,0.0,0.0,18.0,0.0,0.0,None,18.0,20,124,0,3
Jharkhand,Deoghar,Dengue,2023-08,2023,8,15.0,0.0,0.0,0.0,84.0,Medium,15.0,20,124,13,2
Jharkhand,Deoghar,Dengue,2023-09,2023,9,84.0,15.0,0.0,0.0,0.0,None,99.0,20,124,13,3
Jharkhand,Deoghar,Dengue,2023-10,2023,10,0.0,84.0,15.0,0.0,0.0,None,99.0,20,124,13,3
Jharkhand,Deoghar,Malaria,2023-06,2023,6,26.0,0.0,0.0,0.0,0.0,None,26.0,20,124,27,3
Jharkhand,Deoghar,Malaria,2023-07,2023,7,0.0,26.0,0.0,0.0,10.0,Low,26.0,20,124,27,1
Jharkhand,Deoghar,Malaria,2023-08,2023,8,10.0,0.0,26.0,0.0,0.0,None,36.0,20,124,27,3
Jharkhand,Deoghar,Malaria,2023-09,2023,9,0.0,10.0,0.0,26.0,0.0,None,10.0,20,124,27,3
Jharkhand,Deoghar,Malaria,2023-10,2023,10,0.0,0.0,10.0,0.0,0.0,None,10.0,20,124,27,3
Jharkhand,Dhanbad,Chickenpox,2023-06,2023,6,5.0,0.0,0.0,0.0,0.0,None,5.0,20,128,8,3
Jharkhand,Dhanbad,Chickenpox,2023-07,2023,7,0.0,5.0,0.0,0.0,0.0,None,5.0,20,128,8,3
Jharkhand,Dhanbad,Chickenpox,2023-08,2023,8,0.0,0.0,5.0,0.0,0.0,None,5.0,20,128,8,3
Jharkhand,Dhanbad,Measles,2022-05,2022,5,8.0,0.0,0.0,0.0,0.0,None,8.0,20,128,28,3
Jharkhand,Dhanbad,Measles,2022-06,2022,6,0.0,8.0,0.0,0.0,0.0,None,8.0,20,128,28,3
Jharkhand,Dhanbad,Measles,2022-07,2022,7,0.0,0.0,8.0,0.0,0.0,None,8.0,20,128,28,3
Jharkhand,Dhumka,Chickenpox,2022-05,2022,5,28.0,0.0,0.0,0.0,0.0,None,28.0,20,136,8,3
Jharkhand,Dhumka,Chickenpox,2022-06,2022,6,0.0,28.0,0.0,0.0,0.0,None,28.0,20,136,8,3
Jharkhand,Dhumka,Chickenpox,2022-07,2022,7,0.0,0.0,28.0,0.0,0.0,None,28.0,20,136,8,3
Jharkhand,Dumka,Chickenpox,2022-05,2022,5,18.0,0.0,0.0,0.0,0.0,None,18.0,20,143,8,3
Jharkhand,Dumka,Chickenpox,2022-06,2022,6,0.0,18.0,0.0,0.0,0.0,None,18.0,20,143,8,3
Jharkhand,Dumka,Chickenpox,2022-07,2022,7,0.0,0.0,18.0,0.0,0.0,None,18.0,20,143,8,3
Jharkhand,Dumka,Chickenpox,2023-02,2023,2,3.0,0.0,0.0,0.0,0.0,None,3.0,20,143,8,3
Jharkhand,Dumka,Chickenpox,2023-03,2023,3,0.0,3.0,0.0,0.0,0.0,None,3.0,20,143,8,3
Jharkhand,Dumka,Chickenpox,2023-04,2023,4,0.0,0.0,3.0,0.0,0.0,None,3.0,20,143,8,3
Jharkhand,Dumka,Chickenpox,2023-06,2023,6,21.0,0.0,0.0,0.0,0.0,None,21.0,20,143,8,3
Jharkhand,Dumka,Chickenpox,2023-07,2023,7,0.0,21.0,0.0,0.0,0.0,None,21.0,20,143,8,3
Jharkhand,Dumka,Chickenpox,2023-08,2023,8,0.0,0.0,21.0,0.0,0.0,None,21.0,20,143,8,3
Jharkhand,Dumka,Dengue,2022-10,2022,10,3.0,0.0,0.0,0.0,0.0,None,3.0,20,143,13,3
Jharkhand,Dumka,Dengue,2022-11,2022,11,0.0,3.0,0.0,0.0,0.0,None,3.0,20,143,13,3
Jharkhand,Dumka,Dengue,2022-12,2022,12,0.0,0.0,3.0,0.0,0.0,None,3.0,20,143,13,3
Jharkhand,Dumka,Dengue,2023-09,2023,9,30.0,0.0,0.0,0.0,9.0,Low,30.0,20,143,13,1
Jharkhand,Dumka,Dengue,2023-10,2023,10,9.0,30.0,0.0,0.0,9.0,Low,39.0,20,143,13,1
Jharkhand,East Singhbum,Acute Diarrheal Disease,2022-09,2022,9,15.0,0.0,0.0,0.0,0.0,None,15.0,20,149,0,3
Jharkhand,East Singhbum,Acute Diarrheal Disease,2022-10,2022,10,0.0,15.0,0.0,0.0,0.0,None,15.0,20,149,0,3
Jharkhand,East Singhbum,Acute Diarrheal Disease,2022-11,2022,11,0.0,0.0,15.0,0.0,0.0,None,15.0,20,149,0,3
Jharkhand,East Singhbum,Chickenpox,2022-07,2022,7,22.0,0.0,0.0,0.0,0.0,None,22.0,20,149,8,3
Jharkhand,East Singhbum,Chickenpox,2022-08,2022,8,0.0,22.0,0.0,0.0,0.0,None,22.0,20,149,8,3
