Col_0,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14
HP/KNG/2023/05/087,Himachal Pradesh,Kangra,Acute Diarrheal Disease,112,00,31-01-2023,31-01-2023,Under Control,,Cases reported from villages Bhatehar and,,4298719451679310429.pdf,,
KL/CNR/2023/05/088,Kerala,Kannur,Food Poisoning,40,00,30-01-23,???,Under Surveillance,,"Cases reported from Village Kuttur, SC",,4298719451679310429.pdf,,
KL/KAS/2023/05/089,Kerala,Kasaragod,Suspected Food Poisoning,165,00,01-02-23,07-02-23,Under Surveillance,,"Cases reported from Village Cheemeni, FWC",,4298719451679310429.pdf,,
KL/KAS/2023/05/090,Kerala,Kasaragod,Suspected Food Poisoning,259,00,31-02-23,01-02-23,Under Surveillance,,"Cases reported from Village/SC Thimiri, FHC",,4298719451679310429.pdf,,
KL/KAS/2023/05/091,Kerala,Kasaragod,Suspected Food Poisoning,165,00,01-02-23,07-02-23,Under Surveillance,,"Cases reported from Village Thayannur, FWC",,4298719451679310429.pdf,,
KL/KAS/2023/05/092,Kerala,Kasaragod,Suspected Food Poisoning,123,00,01-02-23,07-02-23,Under Surveillance,,"Cases reported from Muliyar, Village",,4298719451679310429.pdf,,
KL/PLK/2023/05/093,Kerala,Palakkad,Influenza H3N2,23,00,26-01-23,09-02-23,Under Surveillance,,"Cases reported from CHC Koduvayur,",,4298719451679310429.pdf,,
KN/BGR/2023/05/094,Karnataka,Bengaluru,Acute Diarrheal Disease,44,00,19-01-23,31-01-23,Under Control,,Cases reported from Village/PHC/CHC,,4298719451679310429.pdf,,
KN/BEG/2023/05/095,Karnataka,Belagavi,Food Poisoning,25,00,05-02-23,06-02-23,Under Control,,"Cases reported from Village Modekoppa,",,4298719451679310429.pdf,,
KN/CKM/2023/05/096,Karnataka,Chikkamagaluru,Kyasanur Forest Disease,01,00,21-01-23,21-01-23,Under Control,,Case reported from Village B,,4298719451679310429.pdf,,
KN/DVA/2023/05/097,Karnataka,Davangere,Food Poisoning,12,00,28-01-23,30-01-23,Under Control,,"Cases reported from Village Elehole, PHC/CH",,4298719451679310429.pdf,,
KN/DVA/2023/05/098,Karnataka,Davangere,Chickenpox,13,00,23-01-23,23-01-23,Under Control,,"Cases reported from Village Bannikodu,",,4298719451679310429.pdf,,
KN/SHI/2023/05/099,Karnataka,Shivamogga,Acute Diarrheal Disease,178,00,16-01-23,17-01-23,Under Surveillance,,Cases reported from Village Muraji Desai,,4298719451679310429.pdf,,
KN/TUM/2023/05/100,Karnataka,Tumkur,Pyrexia of unknown origin,33,00,20-01-23,23-01-23,Under Surveillance,,"Cases reported from Village Kalarajanahalli,",,4298719451679310429.pdf,,
KN/TUM/2023/05/101,Karnataka,Tumkur,Dengue and Chikungunya,20,00,23-01-23,24-01-23,Under Surveillance,,Cases reported from Village Ward No 27 (SP,,4298719451679310429.pdf,,
KN/TUM/2023/05/102,Karnataka,Tumkur,Pyrexia of Unknown Origin,25,00,20-01-23,24-01-23,Under Surveillance,,"Cases reported from Village K. Rampura,",,4298719451679310429.pdf,,
KN/TUM/2023/05/103,Karnataka,Tumkur,Pyrexia of Unknown Origin,16,00,21-01-23,25-01-23,Under Surveillance,,"Cases reported from Village Yettuganahalli,",,4298719451679310429.pdf,,
KN/TUM/2023/05/104,Karnataka,Tumkur,Chikungunya,15,00,16-01-23,20-01-23,Under Surveillance,,Cases reported from Village Balakiyara,,4298719451679310429.pdf,,
KN/UDU/2023/05/105,Karnataka,Uduppi,Food Poisoning,30,00,20-01-23,21-01-23,Under Surveillance,,"Cases reported from Village Ajjarkadu,",,4298719451679310429.pdf,,
MH/LTR/2023/05/106,Maharashtra,Latur,Measles,07,00,30-01-2023,30-01-2023,Under Control,,"Cases reported from Musa nagar, Talves",,4298719451679310429.pdf,,
MH/SGL/2023/05/107,Maharashtra,Sangli,Food Poisoning,34,00,27-01-2023,31-01-2023,Under Control,,Cases reported from SMKMC Vishrambag,,4298719451679310429.pdf,,
OR/BAG/2023/05/108,Odisha,Bargarh,Food Poisoning,31,00,31-01-2023,31-01-2023,Under Control,,"Cases reported from Pahadsrigida, Atabira",,4298719451679310429.pdf,,
OR/CUT/2023/05/109,Odisha,Cuttack,Food Poisoning,220,00,19-01-2023,30-01-2023,Under Control,,Cases reported from Village Laxminarayanpur,,4298719451679310429.pdf,,
PN/PON/2023/05/110,Puducherry,Pondicherry,Food poisoning,15,00,31-01-2023,31-01-2023,Under Control,,Cases reported from Achariyapuram and,,4298719451679310429.pdf,,
RJ/ALW/2023/05/111,Rajasthan,Alwar,Measles,32,00,19-11-2022,03-02-2023,Under Control,,"Cases reported from Village Chopanki, Block",,4298719451679310429.pdf,,
RJ/ALW/2023/05/112,Rajasthan,Alwar,Measles,30,00,22-11-2022,03-02-2023,Under Control,,"Cases reported from PHCs- Alawada, Nikach,",,4298719451679310429.pdf,,
UP/FAT/2023/05/113,Uttar Pradesh,Fatehpur,Chickenpox,24,00,27-01-2023,01-02-2023,Under Control,,Cases reported from Ajgawan Fatehpur,,4298719451679310429.pdf,,
AS/BPT/2023/10/201,Assam,Barpeta,Acute Diarrheal Disease,22,00,07/03/2023,08/03/2023,Under Control,,Cases reported from Bhawanipur PHC/Howly,,24421597211682506215.pdf,,
JH/CHA/2023/10/202,Jharkhand,Chatra,Acute Diarrheal Disease,22,00,05/03/2023,06/03/2023,Under Control,,"Cases reported from Pakari Village,",,24421597211682506215.pdf,,
JH/CHA/2023/10/203,Jharkhand,Chatra,Fever with Rash,13,00,06/03/2023,06/03/2023,Under Control,,"Cases reported from Ektara village,",,24421597211682506215.pdf,,
KN/CKR/2023/10/204,Karnataka,Chikkaballapura,Human Rabies,01,01,05-03-23,07-03-23,Under Surveillance,,"Cases reported from Village Ward 21,",,24421597211682506215.pdf,,
KN/MNY/2023/10/205,Karnataka,Mandya,Acute Diarrheal Disease,33,00,08-03-23,10-03-23,Under Surveillance,,"Cases reported from Village Byaladakere,",,24421597211682506215.pdf,,
KN/BIJ/2023/10/206,Karnataka,Vijayanagar,Human Rabies,01,01,04-03-23,05-03-23,Under Surveillance,,"Case reported from Gouripura, PHC/CHC",,24421597211682506215.pdf,,
KL/CNR/2023/10/207,Kerala,Kannur,Food Poisoning,35,00,08-03-23,10-03-23,Under Surveillance,,"Cases reported from TH Irrity, Village",,24421597211682506215.pdf,,
KL/PTH/2023/10/208,Kerala,Pathanamthitta,Food Poisoning,29,00,09-03-23,10-03-23,Under Surveillance,,Cases reported from NSS Women Hostel,,24421597211682506215.pdf,,
OR/SUN/2023/10/209,Odisha,Sundargarh,Hepatitis A and E,75,00,15-03-23,20-03-23,Under Control,,"Cases reported from Town Barsuan, SC",,24421597211682506215.pdf,,
WB/MDN/2023/10/210,West Bengal,Paschim Medinipur,Food Poisoning,97,00,11-03-23,11-03-23,Under Control,,"Cases reported from Village Ragghunathpur,",,24421597211682506215.pdf,,
WB/WDN/2023/10/214,West Bengal,Uttar Dinajpur,Measles,64,00,19-12-22,Under Control,,"Cases reported from Village Fulbari, SC Shikarpur, GP",,24421597211682506215.pdf,,,
BH/ARN/2023/09/186,Bihar,Aurangabad,Measles,06,00,25-02-2023,02-03-2023,Under Control,,Cases were reported from Aurangabad Urban,,5334491831681890297.pdf,,
CT/DUR/2023/09/187,Chhattisgarh,Durg,Fever with Rash,31,00,28-02-2023,01-03-2023,Under Control,,Cases reported from Urban Charoda/ UPHC,,5334491831681890297.pdf,,
KL/MLP/2023/09/188,Kerala,Malappuram,Cholera,52,00,04-03-23,09-03-23,Under Surveillance,,"Cases reported from SC Manimooli, PHC",,5334491831681890297.pdf,,
KL/PLK/2023/09/189,Kerala,Palakkad,Chickenpox,22,00,27-02-23,02-03-23,Under Surveillance,,Cases reported from GLPS Peringottukurussi,,5334491831681890297.pdf,,
KL/TRC/2023/09/190,Kerala,Thrissur,Adeno Virus,220,00,02-03-23,09-03-23,Under Surveillance,,"Cases reported from FHC Vettilapara, CHC",,5334491831681890297.pdf,,
MH/AMN/2023/09/191,Maharashtra,Ahmednagar,Fever,120,00,24-02-2023,01-03-2023,Under Control,,Cases reported from Health facility- Kohane,,5334491831681890297.pdf,,
OR/CUT/2023/09/192,Odisha,Cuttack,Food Poisoning,12,00,25-02-2023,27-02-2023,Under Control,,Cases reported from Village Baghuaunder,,5334491831681890297.pdf,,
TN/SLM/2023/09/193,Tamil Nadu,Salem,Chickenpox,13,00,01-03-2023,02-03-2023,Under Control,,"Cases reported from Village Attayampatti TP,",,5334491831681890297.pdf,,
TN/TVM/2023/09/194,Tamil Nadu,Tiruvannamalai,Chickenpox,40,00,25-02-2023,27-02-2023,Under Control,,Cases reported from several villages of Pinjur,,5334491831681890297.pdf,,
MP/RSN/2023/09/199,Madhya Pradesh,Raisen,Chickenpox,14,00,18-02-23,Under Control,,"Cases reported from CHC Udaipura, CHC Udaipura,",,5334491831681890297.pdf,,,
OR/RAY/2023/09/200,Odisha,Rayagada,Acute Diarrheal Disease,11,00,21-02-23,Under Control,,"Cases reported from Village Chakunda, SC Chakunda, GP",,5334491831681890297.pdf,,,
KL/ERN/2023/03/52,Kerala,Ernakulam,Food Poisoning,106,00,16-01-23,16-01-23,Under Control,,"Cases reported from Ezhikkara, THQH",,59609550111678770735.pdf,,
KL/ERN/2023/03/53,Kerala,Ernakulam,Food Poisoning (Norovirus),73,00,13-01-23,25-01-23,Under Surveillance,,"Cases reported from Cheranelloor, PHC",,59609550111678770735.pdf,,
KL/CNR/2023/03/54,Kerala,Kannur,Food Poisoning,63,00,14-01-23,19-01-23,Under Surveillance,,"Cases reported from Village/SC Chokli, PHC",,59609550111678770735.pdf,,
KL/CNR/2023/03/55,Kerala,Kannur,Food Poisoning,60,00,18-01-23,19-01-23,Under Surveillance,,"Cases reported from SC MC Kankole, GP",,59609550111678770735.pdf,,
KL/CNR/2023/03/56,Kerala,Kannur,Food Poisoning,44,00,16-01-23,19-01-23,Under Surveillance,,Cases reported from Village/SC/PHC,,59609550111678770735.pdf,,
KL/CNR/2023/03/57,Kerala,Kannur,Food Poisoning,78,00,15-01-23,17-01-23,Under Surveillance,,"Cases reported from Village Peringathur, SC",,59609550111678770735.pdf,,
PB/SAS/2023/03/58,Punjab,S.A.S Nagar,Acute Diarrheal Disease,32,00,15-01-23,19-01-23,Under Control,,Cases reported from Gharuan PHC with loose,,59609550111678770735.pdf,,
KN/UDU/2023/03/62,Karnataka,Udupi,Japanese Encephalitis,01,01,17-12-22,Under Control,,"Cases reported from village Matapadi, Bramhavara PHC,",,59609550111678770735.pdf,,,
KL/CNR/2023/03/63,Kerala,Kannur,Probable Leishmaniasis,01,01,22-11-22,Under Surveillance,,"Cases reported from Village Vellad, SC Chedikundu, PHC",,59609550111678770735.pdf,,,
KL/PLK/2023/03/64,Kerala,Palakkad,Japanese Encephalitis,01,01,24-12-22,Under Surveillance,,"Cases reported from PHC Kollengode, Kalleripotta, Block",,59609550111678770735.pdf,,,
MH/AGB/2023/03/65,Maharashtra,Aurangabad,Measles,14,00,30-12-22,Under Control,,"Cases reported from PO Kannad Village (Urban Area), Block-",,59609550111678770735.pdf,,,
TR/STR/2023/03/66,Tripura,South Tripura,Acute Diarrheal Disease,147,00,01-01-23,Under Control,,"Cases reported with loose motions, abdominal pain and fever.",,59609550111678770735.pdf,,,
UP/VRN/2023/03/67,Uttar Pradesh,Bhadohi,Measles,17,00,03-01-23,Under Control,,"Cases reported from Village- Ugapur and Narathua, CHC-",,59609550111678770735.pdf,,,
UP/FZB/2023/03/68,Uttar Pradesh,Faizabad,Measles,10,00,05-01-23,Under Control,,"Cases reported from Village- Puremalik, Block-Rudauli with",,59609550111678770735.pdf,,,
UP/PRT/2023/03/69,Uttar Pradesh,Pratapgarh,Chickenpox,18,00,01-01-23,Under Control,,Cases of fever with rash were reported from village Taukalpur,,59609550111678770735.pdf,,,
UP/JHN/2023/03/70,Uttar Pradesh,Jhansi,Chickenpox,11,00,09-01-23,Under Control,,"Cases reported from Nandkhas, Chirgaon; Block-Moth with",,59609550111678770735.pdf,,,
AS/MAR/2023/06/117,Assam,Marigaon,Leptospirosis,01,00,08-02-2023,09-02-2023,Under Control,,"Cases reported from Bhurbandha, Udari SD,",,43588480701679571484.pdf,,
CT/BBR/2023/06/118,Chhattisgarh,Baloda Bazar,Chickenpox,21,00,25-01-2023,06-02-2023,Under Control,,"Cases reported from Village-Pisid, Block-",,43588480701679571484.pdf,,
GJ/JGH/2023/06/119,Gujarat,Junagadh,Food poisoning,32,00,10-02-2023,11-02-2023,Under Control,,"Cases reported from Village- Kukaswada,",,43588480701679571484.pdf,,
JH/DMK/2023/06/120,Jharkhand,Dumka,Chickenpox,03,00,07-02-2023,08-02-2023,Under Control,,Cases reported from Village-Jabardaha,,43588480701679571484.pdf,,
KN/BAU/2023/06/121,Karnataka,Bengaluru Urban,Chickenpox,29,00,08-02-2023,09-02-2023,Under Control,,"Cases reported from Village Guddadahalli,",,43588480701679571484.pdf,,
KN/BDR/2023/06/122,Karnataka,Bidar,Rabies,01,01,02-02-23,06-02-23,Under Surveillance,,"Case reported from Village Koutha B,",,43588480701679571484.pdf,,
KN/BEL/2023/06/123,Karnataka,Ballari,Rabies,01,01,06-02-23,07-02-23,Under Surveillance,,"Cases reported from 30th ward, PHC/CHC",,43588480701679571484.pdf,,
KN/DKK/2023/06/124,Karnataka,Dakshina Kannada,Food Poisoning,254,00,06-02-23,07-02-23,Under Control,,"Cases reported from nursing college, Village",,43588480701679571484.pdf,,
KN/DKK/2023/06/125,Karnataka,Dakshina Kannada,Acute Diarrheal Disease,34,00,08-02-23,09-02-23,Under Surveillance,,"Cases reported from Village Padua,",,43588480701679571484.pdf,,
KN/HAS/2023/06/126,Karnataka,Hassan,Chickenpox,29,00,03-02-23,07-02-23,Under Surveillance,,"Cases reported from Village Mosalehosalli,",,43588480701679571484.pdf,,
KN/TUM/2023/06/127,Karnataka,Tumkur,Chicken pox,13,00,04-02-23,09-02-23,Under Surveillance,,"Cases reported from Village Bansandra, R B",,43588480701679571484.pdf,,
KN/UDU/2023/06/128,Karnataka,Udupi,Acute Diarrheal Disease,12,00,04-02-23,06-02-23,Under Surveillance,,"Cases reported from Village Chara, PHC/CHC",,43588480701679571484.pdf,,
KL/CNR/2023/06/129,Kerala,Kannur,Food Poisoning,131,00,08-02-23,10-02-23,Under Surveillance,,"Cases reported from Pazhayangadi, SC",,43588480701679571484.pdf,,
KL/KOA/2023/06/130,Kerala,Kollam,Food Poisoning,20,00,08-02-23,11-02-23,Under Control,,"Cases reported from Kalakkode, CHC",,43588480701679571484.pdf,,
KL/PLK/2023/06/131,Kerala,Palakkad,Chickenpox,19,00,26-01-23,16-02-23,Under Surveillance,,Cases reported from St Pauls English Medium,,43588480701679571484.pdf,,
KL/TRC/2023/06/132,Kerala,Thrissur,Chickenpox,11,00,04-02-23,15-02-23,Under Surveillance,,"Cases reported from PHC Parappukkara, CHC",,43588480701679571484.pdf,,
OR/AGL/2023/06/133,Odisha,Angul,Food Poisoning,27,00,06-02-23,07-02-23,Under Control,,Cases reported from Village/SC,,43588480701679571484.pdf,,
OR/DGH/2023/06/134,Odisha,Deogarh,Chickenpox,28,00,10-02-2023,10-02-2023,Under Control,,An outbreak reported from KGBV Hostel,,43588480701679571484.pdf,,
MG/EKH/2023/06/138,Meghalaya,West Khasi Hills,Rubella,01,00,08-01-2023,Under Control,,"Case with fever and rash was reported from Maweit PHC,",,43588480701679571484.pdf,,,
CT/DHM/2023/11/215,Chhattisgarh,Dhamtari,Chickenpox,14,00,14-03-2023,15-03-2023,Under Control,,"Cases reported from Village Sirri, Subdistrict",,90932843861683201733.pdf,,
CT/DHM/2023/11/216,Chhattisgarh,Dhamtari,Acute Diarrheal Disease,11,00,13-03-2023,15-03-2023,Under Control,,"Cases reported from Subdistrict Dhamtari,",,90932843861683201733.pdf,,
JH/CHA/2023/11/217,Jharkhand,Chatra,Chickenpox,12,00,14-03-2023,17-03-2023,Under Control,,Cases reported from Navrantanpur Village of,,90932843861683201733.pdf,,
JH/DEO/2023/11/218,Jharkhand,Deoghar,Acute Diarrheal Disease,18,00,17-03-2023,18-03-2023,Under Control,,Cases reported from Deoghar district at Chopa,,90932843861683201733.pdf,,
KN/DVA/2023/11/219,Karnataka,Davangere,Human Rabies,01,01,13-03-23,13-03-23,Under Surveillance,,"Cases reported from Village Hulikatte,",,90932843861683201733.pdf,,
KN/KPP/2023/11/220,Karnataka,Koppal,Suspected Human Rabies,01,01,10-03-23,13-03-23,Under Surveillance,,"Cases reported from Village Siriwar, SC",,90932843861683201733.pdf,,
KN/MNY/2023/11/221,Karnataka,Mandya,Food Poisoning,126,00,17-03-23,18-03-23,Under Surveillance,,"Cases reported from Village Gollaradoddi,",,90932843861683201733.pdf,,
KL/MLP/2023/11/222,Kerala,Malappuram,Hepatitis A,28,00,14-03-23,17-03-23,Under Surveillance,,"Cases reported from Village Edarikkode, SC",,90932843861683201733.pdf,,
OR/BAG/2023/11/223,Odisha,Balangir,Food Poisoning,24,00,18-03-23,18-03-23,Under Control,,"Cases reported from CHC Sadar Balangir,",,90932843861683201733.pdf,,
WB/SPG/2023/11/224,West Bengal,South 24 Paranas,Food Poisoning,120,00,20-03-23,21-03-23,Under Surveillance,,"Cases reported from Village Bantra, SC Bantra,",,90932843861683201733.pdf,,
KL/CNR/2023/11/228,Kerala,Kannur,Measles,12,00,12-02-23,Under Surveillance,,"Cases reported from CHC Azhikode, PP Unit DH Kannur,",,90932843861683201733.pdf,,,
MP/GWL/2023/11/229,Madhya Pradesh,Gwalior,Measles,10,00,04-03-2023,Under Control,,"Cases reported from Village Shankarpur, PHC Kuleth, Block",,90932843861683201733.pdf,,,
OR/RAY/2023/11/230,Odisha,Rayagada,Fever with rash,12,00,12-02-23,Under Control,,"Cases reported from Village Barijhola under, SC Hallua, CHC",,90932843861683201733.pdf,,,
TN/TRN/2023/11/231,Tamil Nadu,Tenkasi,Leptospirosis & Dengue,23,00,20-02-2023,Under Control,,"Cases reported from Village Nalankurichi, Subcentre",,90932843861683201733.pdf,,,
UK/RDP/2023/11/232,Uttarakhand,Rudra Prayag,Typhoid,18,00,07-03-2023,Under Control,,"Cases reported from Village Kuri Aduli, Subdistrict Basukedar,",,90932843861683201733.pdf,,,
GJ/NAV/2023/08/161,Gujarat,Navsari,Food Poisoning,18,00,20-02-2023,21-02-2023,Under Control,,"Cases reported from Village Vanzna, Ahirvash",,959182831681282940.pdf,,
JK/BGM/2023/08/162,Jammu and Kashmir,Badgam,Jaundice,08,00,22-02-2023,25-02-2023,Under Control,,"Cases reported from village Chewdara, block",,959182831681282940.pdf,,
JK/BGM/2023/08/163,Jammu and Kashmir,Badgam,Hepatitis A,09,00,20-02-2023,23-02-2023,Under Control,,"Cases reported from Village Gondipora, block",,959182831681282940.pdf,,
KL/CNR/2023/08/164,Kerala,Kannur,Food Poisoning,182,00,24-02-23,27-02-23,Under Surveillance,,"Cases reported from Village Kanichar, SC",,959182831681282940.pdf,,
KL/KTM/2023/08/165,Kerala,Kottayam,Monkey Pox,01,00,20-02-23,20-02-23,Under Surveillance,,"Cases reported from PHC Kanakkary, Block",,959182831681282940.pdf,,
KN/BGK/2023/08/166,Karnataka,Bagalkote,Chickenpox,10,00,21-02-23,23-02-23,Under Surveillance,,"Cases reported from Village Timmasagar,",,959182831681282940.pdf,,
KN/YDI/2023/08/167,Karnataka,Yadgir,Chikungunya,13,00,21-02-23,22-02-23,Under Surveillance,,"Cases reported from Village Vajjala,",,959182831681282940.pdf,,
MP/BTU/2023/08/168,Madhya Pradesh,Betul,Acute Diarrheal Disease,31,00,23-02-2023,24-02-2023,Under Control,,Cases reported from primary school in Village,,959182831681282940.pdf,,
MP/KHR/2023/08/169,Madhya Pradesh,Khargone,Acute Diarrheal Disease,46,00,26-02-2023,26-02-2023,Under Control,,"Cases reported at New housing board colony,",,959182831681282940.pdf,,
OR/BAG/2023/08/170,Odisha,Bargarh,Food Poisoning,14,00,23-02-2023,23-02-2023,Under Control,,Cases reported from Village Bishipali under,,959182831681282940.pdf,,
TL/MUD/2023/08/171,Telangana,Narayanpet,Acute Diarrheal Disease,64,00,21-02-2023,21-02-2023,Under Control,,"Cases reported from Village Mominapur, PHC",,959182831681282940.pdf,,
UK/PIT/2023/08/172,Uttarakhand,Pithoragarh,Hepatitis A,56,00,21-02-23,26-02-23,Under Control,,"Cases reported from PHC Egyardevi, District",,959182831681282940.pdf,,
KL/MLP/2023/08/176,Kerala,Malappuram,Acute Diarrheal Disease,20,00,21-01-23,Under Surveillance,,"Cases reported from Village Angadippuram, SC Eranthod,",,959182831681282940.pdf,,,
KN/DKK/2023/08/177,Karnataka,Dakshin Kannada,Leptospirosis,01,01,01-02-23,Under Control,,"Cases reported from Village Navoor, PHC/CHC Indabettu,",,959182831681282940.pdf,,,
KN/DKK/2023/08/178,Karnataka,Dakshin Kannada,Acute Diarrheal Disease,254,00,06-02-2023,Under Control,,"Cases reported from Village Padavu West, Subdistrict",,959182831681282940.pdf,,,
KN/HAS/2023/08/179,Karnataka,Hassan,Chickenpox,19,00,06-02-2023,Under Control,,"Cases reported from Mosale Hosahalli-CHC, District Hassan.",,959182831681282940.pdf,,,
KN/RCR/2023/08/180,Karnataka,Raichur,Chikungunya,42,00,16-02-23,Under Surveillance,,"Cases reported from Village Hosur Siddapur, PHC/CHC",,959182831681282940.pdf,,,
MP/SVP/2023/08/181,Madhya Pradesh,Shivpuri,Food Poisoning,111,00,20-01-2023,Under Control,,Cases reported from ward no-15 Fatehpur Someshwar,,959182831681282940.pdf,,,
MH/PNE/2023/08/182,Maharashtra,Pune,Acute Diarrheal Disease,49,00,09-02-2023,Under Control,,"Cases reported from Village- Rajgurunagar, PHC –",,959182831681282940.pdf,,,
TN/ERO/2023/08/183,Tamil Nadu,Erode,Food Poisoning,102,00,10-02-2023,Under Control,,Cases reported from Karattur Middle School after Mid-day,,959182831681282940.pdf,,,
UP/PRT/2023/08/184,Uttar Pradesh,Pratapgarh,Fever with Rash,06,00,06-02-2023,Under Control,,"Cases reported from Village Kutiliya, Block Mandhata, District",,959182831681282940.pdf,,,
UP/PRT/2023/08/185,Uttar Pradesh,Pratapgarh,Fever with Rash,05,00,06-02-2023,Under Control,,"Cases reported from Village Barista, Subdistrict Pratapgarh,",,959182831681282940.pdf,,,
AP/KRS/2023/12/233,Andhra Pradesh,NTR,Acute Diarrheal Disease,22,00,18-03-2023,24-03-2023,Under Control,,Cases reported from Maris Stella Women,,87996730991684214595.pdf,,
HR/SNP/2023/12/234,Haryana,Sonipat,Food Poisoning,63,00,24-03-2023,25-03-2023,Under Control,,"Cases reported from UHC Kalupur, District",,87996730991684214595.pdf,,
JH/HAZ/2023/12/235,Jharkhand,Hazaribagh,Fever with Rash,16,00,22-03-2023,22-03-2023,Under Control,,"Cases reported from Village Orparta, Dapok,",,87996730991684214595.pdf,,
KL/ERN/2023/12/236,Kerala,Ernakulam,Food Poisoning,23,00,21-03-23,22-03-23,Under Control,,Cases reported from Teacher’s Training,,87996730991684214595.pdf,,
KL/KOA/2023/12/237,Kerala,Kollam,Food Poisoning,23,00,25-03-2023,25-03-2023,Under Control,,Cases reported from Hostel of TKM,,87996730991684214595.pdf,,
