Col_0,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14
MH/DHL/2023/42/1480,Maharashtra,Dhule,Dengue,18,1,16-10-23,16-10-23,Under Surveillance,,"Cases reported from Prabhat Nagar UPHC,",,17113853891702917780.pdf
MH/GAD/2023/42/1481,Maharashtra,Gadchiroli,Dengue,3,1,20-10-23,21-10-23,Under Surveillance,,"Cases reported from Village Sironcha, Block",,17113853891702917780.pdf
MH/KOP/2023/42/1482,Maharashtra,Kolhapur,Chikungunya,145,0,18-10-23,19-10-23,Under Surveillance,,"Cases reported from At./Po. Kodoli, SC",,17113853891702917780.pdf
MH/NAG/2023/42/1483,Maharashtra,Nagpur,Dengue,9,1,18-10-23,19-10-23,Under Surveillance,,"Cases reported from Village Takali Bhansali,",,17113853891702917780.pdf
MH/NAN/2023/42/1484,Maharashtra,Nanded,Dengue,8,0,16-10-23,18-10-23,Under Surveillance,,"Cases reported from Village Yelegaon, SC",,17113853891702917780.pdf
MH/NAN/2023/42/1485,Maharashtra,Nanded,Dengue,6,0,16-10-23,17-10-23,Under Surveillance,,"Cases reported from Village Osmannagar,",,17113853891702917780.pdf
MH/OSM/2023/42/1486,Maharashtra,Osmanabad,Dengue & Chikungunya,11,1,17-10-23,18-10-23,Under Control,,Cases reported from Village Satra PHC Itkur,,17113853891702917780.pdf
MH/PRB/2023/42/1487,Maharashtra,Parbhani,Dengue,19,1,16-10-23,16-10-23,Under Surveillance,,"Cases reported from Village Taroda, SC",,17113853891702917780.pdf
MH/THN/2023/42/1488,Maharashtra,Thane,Dengue,1,1,18-10-23,21-10-23,Under Surveillance,,Cases reported from Bhiwandi Nijampur,,17113853891702917780.pdf
OR/KJR/2023/42/1489,Odisha,Kendujhar,Food Poisoning,11,0,21-09-23,18-10-23,Under Control,,Cases reported from Salania CHC under,,17113853891702917780.pdf
OR/KPT/2023/42/1490,Odisha,Koraput,Measles,6,0,19-10-23,20-10-23,Under Control,,"Cases reported from Duminiguda,",,17113853891702917780.pdf
OR/SBP/2023/42/1491,Odisha,Sambalpur,Acute Diarrheal Disease,46,0,18-10-23,18-10-23,Under Control,,Cases reported from Biharipada SC under,,17113853891702917780.pdf
PB/FKT/2023/42/1492,Punjab,Faridkot,Chickenpox,44,0,13-10-23,16-10-23,Under Surveillance,,Cases reported from Bajakhana Road (urban,,17113853891702917780.pdf
98P/VKP/2023/42/1494,Andhra Pradesh,Visakhapatan am,Food Poisoning,13,0,09-10-23,,Under Control,"Cases reported from Gajuwaka, Ward no. 58, SC Colony under the jurisdiction of UPHC Mulagada. Cases presented with symptoms of abdominal pain, nausea, vomiting, loose motions and fever with chills after having dinner at Mandi Croods Restaurant in Gajuwaka on 08.10.23 at 9.09 pm. The affected age group was 17 to 28 years. Three water samples were collected from the site & sent to IPM regional lab Visakhapatnam which yielded no inference. District RRT investigated the outbreak. Community awareness and health education given by peripheral health team about drinking of boiled cool water and hand washing practices and food hygiene. Awareness was given regrading importance of safe & pure drinking water. The outbreak might be caused by consumption of contaminated food.",17113853891702917780.pdf,,
99H/GPG/2023/42/1495,Bihar,Gopalganj,Typhoid,10,0,04-10-23,Under Surveillance,,"Cases reported from Sub-District Gopalganj, District Gopalganj.",,17113853891702917780.pdf,
BH/JAH/2023/42/1496,Bihar,Jehanabad,Measles,10,0,13-09-23,Under Surveillance,,"Cases reported from Village Dakra, Sub-District Makhdumpur,",,17113853891702917780.pdf,
JH/SBG/2023/42/1497,Jharkhand,Sahebganj,Acute Diarrheal Disease,13,0,12-10-23,Under Control,,"Cases reported from Village Pual Niche Tola, Sub-District",,17113853891702917780.pdf,
KL/ERN/2023/42/1498,Kerala,Ernakulam,Dengue,39,00,02-09-23,Under Surveillance,,"Cases reported from Village Kalamssery, PHC Kalamssery,",,17113853891702917780.pdf,
KL/KOZ/2023/42/1499,Kerala,Kozhikode,Acute Diarrheal Disease,120,00,04-10-23,Under Surveillance,,"Cases reported from Ward 11 Poolakkadav, Vilage",,17113853891702917780.pdf,
KL/TRC/2023/42/1500,Kerala,Thrissur,Measles,34,00,20-09-23,Under Surveillance,,"Cases reported from Thiruvathra Kumar AUP School,",,17113853891702917780.pdf,
MP/HSN/2023/42/1501,Madhya Pradesh,Hoshangabad,Leptospirosis,8,0,26-09-23,Under Surveillance,,"Cases reported from Narmadapuram, Village Kotlakhedi, Ward",,17113853891702917780.pdf,
MP/KAT/2023/42/1502,Madhya Pradesh,Katni,Acute Diarrheal Disease,7,0,09-10-23,Under Control,,"Cases reported from ward no 3, DH Katni, Sub-District",,17113853891702917780.pdf,
MP/RJG/2023/42/1503,Madhya Pradesh,Rajgarh,Dengue,15,0,12-10-23,Under Surveillance,,"Cases reported from DH Rajgarh, Sub-District Rajgarh. Cases",,17113853891702917780.pdf,
MP/RJG/2023/42/1504,Madhya Pradesh,Rajgarh,Dengue,5,0,12-10-23,Under Surveillance,,"Cases reported from PHC Kalipith, Village Mundla, Sub-",,17113853891702917780.pdf,
MP/SNA/2023/42/1505,Madhya Pradesh,Satna,Measles,9,0,27-09-23,Under Surveillance,,"Cases reported from CHC Kothi, Village Chaura, Sub-District",,17113853891702917780.pdf,
MP/SDL/2023/42/1506,Madhya Pradesh,Shahdol,Acute Diarrheal Disease,5,0,10-10-23,Under Surveillance,,"Cases reported from CHC Singhpur, Sub-District Sohagpur.",,17113853891702917780.pdf,
MH/NAN/2023/42/1507,Maharashtra,Nanded,Dengue,11,0,10-10-23,Under Surveillance,,"Cases reported from Village Umri bazaar, PHC Umribazar,",,17113853891702917780.pdf,
MH/NAN/2023/42/1508,Maharashtra,Nanded,Dengue,12,0,11-10-23,Under Surveillance,,"Cases reported from Village Chandola, PHC Chandola, Taluka",,17113853891702917780.pdf,
MH/NAN/2023/42/1509,Maharashtra,Nanded,Scrub Typhus,10,1,29-08-23,Under Control,,"Cases reported from Village Bhumpur, SC Dundra, PHC",,17113853891702917780.pdf,
MH/THN/2023/42/1510,Maharashtra,Thane,Dengue,10,0,11-10-23,Under Surveillance,,"Cases reported from At./Po. Vadape, Block Bhiwandi, PHC",,17113853891702917780.pdf,
OR/KJR/2023/42/1511,Odisha,Kendujhar,Food Poisoning,39,0,14-10-23,Under Control,,"Cases reported from Anwesha Hostel near D.D College,",,17113853891702917780.pdf,
AS/SNT/2023/44/1549,Assam,Biswanath,Human Rabies,1,1,04-11-23,04-11-23,Under Surveillance,,"Case was reported from Village Morasengeli,",,11684956991704779982.pdf,
BH/SRN/2023/44/1550,Bihar,Saran,Dengue,8,0,25-10-23,03-11-23,Under Surveillance,,"Cases were reported from Sub-District Chapra,",,11684956991704779982.pdf,
BH/SWN/2023/44/1551,Bihar,Siwan,Dengue,25,0,25-10-23,03-11-23,Under Surveillance,,Cases were reported from Sub-District,,11684956991704779982.pdf,
CT/BLS/2023/44/1552,Chhattisgarh,Bilaspur,Acute Diarrheal Disease,10,0,26-10-23,30-10-23,Under Control,,Cases were reported from Sub-District,,11684956991704779982.pdf,
HR/MWT/2023/44/1553,Haryana,Nuh,Japanese Encephalitis,10,4,30-10-23,01-11-23,Under Surveillance,,"Cases were reported from Village Chahalka,",,11684956991704779982.pdf,
JK/KWR/2023/44/1554,Jammu and Kashmir,Kupwara,Mumps,14,0,02-11-23,03-11-23,Under Surveillance,,"Cases were reported from Village Hirri Paveen,",,11684956991704779982.pdf,
JH/JAT/2023/44/1555,Jharkhand,Jamtara,Acute Diarrheal Disease,67,0,03-11-23,03-11-23,Under Surveillance,,Cases were reported from Village Maurbasa,,11684956991704779982.pdf,
JH/KUT/2023/44/1556,Jharkhand,Khunti,Fever with Rash,15,0,26-10-23,30-10-23,Under Control,,Cases were reported from Village Birda and,,11684956991704779982.pdf,
JH/WSI/2023/44/1557,Jharkhand,West Singhbhum,Malaria,7,0,01-11-23,01-11-23,Under Surveillance,,"Cases were reported from Village Bara Torlo,",,11684956991704779982.pdf,
KN/BAU/2023/44/1558,Karnataka,Bengaluru Rural,Human Rabies,1,1,30-10-23,31-10-23,Under Control,,"Case was reported from Village Kanivepur,",,11684956991704779982.pdf,
KN/MNY/2023/44/1559,Karnataka,Mandya,Human Rabies,1,1,02-11-23,02-11-23,Under Control,,"Case was reported from Village Gudeho sahalli,",,11684956991704779982.pdf,
KN/RCR/2023/44/1560,Karnataka,Raichur,Dengue,20,0,30-10-23,31-10-23,Under Surveillance,,"Cases were reported from LBS Nagar area, Sub-",,11684956991704779982.pdf,
KN/PGR/2023/44/1561,Karnataka,Vijayapura,Human Rabies,1,1,03-11-23,04-11-23,Under Surveillance,,"Case was reported from Village Chickbe vanur,",,11684956991704779982.pdf,
KL/ERN/2023/44/1562,Kerala,Ernakulam,Shigellosis,11,0,01-11-23,05-11-23,Under Surveillance,,Cases were reported from Village,,11684956991704779982.pdf,
KL/ERN/2023/44/1563,Kerala,Ernakulam,Acute Diarrheal Disease,34,0,28-10-23,30-10-23,Under Control,,Cases were reported from Higher Secondary,,11684956991704779982.pdf,
KL/CNR/2023/44/1564,Kerala,Kannur,Zika Virus,5,0,31-10-23,05-11-23,Under Surveillance,,Cases were reported from Village Thalassery/,,11684956991704779982.pdf,
KL/KYM/2023/44/1565,Kerala,Kottayam,Acute Diarrheal Disease,18,0,31-10-23,01-11-23,Under Surveillance,,Cases were reported from Women's hostel of,,11684956991704779982.pdf,
KL/MLP/2023/44/1566,Kerala,Malappuram,Hepatitis A,4,0,01-11-23,01-11-23,Under Surveillance,,Cases were reported from Village Tirurangadi,,11684956991704779982.pdf,
KL/PLK/2023/44/1567,Kerala,Palakkad,Mumps,11,0,04-10-23,04-11-23,Under Surveillance,,Cases were reported from Village Thrithala,,11684956991704779982.pdf,
KL/PLK/2023/44/1568,Kerala,Palakkad,Mumps,74,0,27-10-23,02-11-23,Under Surveillance,,Cases were reported from Village,,11684956991704779982.pdf,
KL/PTH/2023/44/1569,Kerala,Pathanamthitt a,Dengue,12,0,31-10-23,01-11-23,Under Surveillance,,Cases were reported from Sub-District,,11684956991704779982.pdf,
MP/INR/2023/44/1570,Madhya Pradesh,Indore,Fever of unknown origin,25,0,31-10-23,31-10-23,Under Surveillance,,"Cases were reported from DAVV hostel,",,11684956991704779982.pdf,
MP/KHR/2023/44/1571,Madhya Pradesh,Khargone,Measles,5,0,02-11-23,02-11-23,Under Surveillance,,"Cases were reported from Village Silotiya, Sub-",,11684956991704779982.pdf,
MP/RJG/2023/44/1572,Madhya Pradesh,Rajgarh,Dengue,9,0,02-11-23,02-11-23,Under Surveillance,,"Cases were reported from Village Bhat Kheda,",,11684956991704779982.pdf,
MH/AMN/2023/44/1573,Maharashtra,Ahmednagar,Dengue,26,1,27-10-23,30-10-23,Under Control,,"Cases were reported from Village Sonai, Sub-",,11684956991704779982.pdf,
MH/KOP/2023/44/1574,Maharashtra,Kolhapur,Zika Virus,5,0,02-11-23,02-11-23,Under Surveillance,,"Cases were reported from Sharda apartment,",,11684956991704779982.pdf,
MH/NDB/2023/44/1575,Maharashtra,Nandurbar,Dengue,11,0,01-11-23,05-11-23,Under Surveillance,,Cases were reported from Village Jaavade -t-,,11684956991704779982.pdf,
MH/THN/2023/44/1576,Maharashtra,Thane,Dengue,3,1,30-10-23,02-11-23,Under Surveillance,,"Cases were reported from Village Dawadi, Sub-",,11684956991704779982.pdf,
MN/BSN/2023/44/1577,Manipur,Bishnupur,Acute Diarrheal Disease,23,0,02-11-23,02-11-23,Under Control,,Cases were reported from Yumnam khunou,,11684956991704779982.pdf,
MG/JTH/2023/44/1578,Meghalaya,West Jaintia Hills,Dengue,42,0,27-10-23,02-11-23,Under Surveillance,,"Cases were reported from Villages Bakur,",,11684956991704779982.pdf,
MZ/SER/2023/44/1579,Mizoram,Serchhip,Food Poisoning,36,0,31-10-23,01-11-23,Under Surveillance,,Cases were reported from Village Thenzawl,,11684956991704779982.pdf,
OR/CUT/2023/44/1580,Odisha,Cuttack,Acute Diarrheal Disease,14,0,05-11-23,05-11-23,Under Control,,Cases were reported from Bisanakahani,,11684956991704779982.pdf,
TN/SIV/2023/44/1581,Tamil Nadu,Sivaganga,Mumps,15,0,02-11-23,03-11-23,Under Surveillance,,Cases were reported from Village,,11684956991704779982.pdf,
UP/JHN/2023/44/1582,Uttar Pradesh,Jhansi,Food Poisoning,649,0,29-10-23,30-10-23,Under Surveillance,,"Cases were reported from Village- Baroda, Sub-",,11684956991704779982.pdf,
WB/BRB/2023/44/1583,West Bengal,Birbhum,Acute Diarrheal Disease,43,0,31-10-23,02-11-23,Under Control,,Cases were reported from Village Rajnagar,,11684956991704779982.pdf,
MP/BPL/2023/44/1584,Madhya Pradesh,Bhopal,Fever of Unknown Origin,26,0,20-10-23,,,Under Surveillance,,"Cases were reported from Sub-District Huzur, District Bhopal.",,11684956991704779982.pdf
MP/JBL/2023/44/1585,Madhya Pradesh,Jabalpur,Food Poisoning,46,0,25-07-23,,,Under Control,,Cases were reported from District: Jabalpur. Cases presented,,11684956991704779982.pdf
MH/NDB/2023/44/1586,Maharashtra,Nandurbar,Dengue,16,0,23-10-23,,,Under Surveillance,,"Cases were reported from Village Vasade, Sub-District Nawapur,",,11684956991704779982.pdf
RJ/UDR/2023/44/1587,Rajasthan,Udaipur,Acute Diarrheal Disease,95,0,25-06-23,,,Under Surveillance,,"Cases were reported from Village Asoliva Ki Madri, Sub-District",,11684956991704779982.pdf
RJ/UDR/2023/44/1588,Rajasthan,Udaipur,Acute Diarrheal Disease,20,0,20-08-23,Under Surveillance,,"Cases were reported from Modern Hostel, Dhikli, Block",,11684956991704779982.pdf,,
AP/CTR/2023/45/1589,Andhra Pradesh,Chittoor,Acute Diarrheal Disease,36,0,04-11-23,07-11-23,Under Surveillance,,"Cases reported from Thummindapalyam, VHC",,58496833651705032329.pdf,
AS/CRG/2023/45/1590,Assam,Chirang,Measles,6,0,08-11-23,10-11-23,Under Control,,"Cases were reported from Ballamguri BPHC,",,58496833651705032329.pdf,
AS/DBG/2023/45/1591,Assam,Dibrugarh,Acute Diarrheal Disease,36,0,07-11-23,07-11-23,Under Control,,"Cases were reported from Ballamguri BPHC,",,58496833651705032329.pdf,
AS/JRT/2023/45/1592,Assam,Jorhat,Acute Diarrheal Disease,14,0,08-11-23,09-11-23,Under Control,,"Cases were reported from Dohotia SD, Village:",,58496833651705032329.pdf,
CT/KAW/2023/45/1593,Chhattisgarh,Kabirdham,Acute Diarrheal Disease,13,0,08-11-23,10-11-23,Under Control,,"Cases were reported from CHC Bodla, Village:",,58496833651705032329.pdf,
GJ/GAN/2023/45/1594,Gujarat,Gandhinagar,Acute Diarrheal Disease,29,0,08-11-23,08-11-23,Under Control,,"Cases were reported from Vadodara, Village:",,58496833651705032329.pdf,
GJ/MIS/2023/45/1595,Gujarat,Mahisagar,Acute Diarrheal Disease,6,0,08-11-23,08-11-23,Under Control,,"Cases were reported from UHC Balasinor,",,58496833651705032329.pdf,
GJ/SBK/2023/45/1596,Gujarat,Sabarkantha,Hepatitis A,26,0,06-11-23,06-11-23,Under Surveillance,,"Cases were reported from Aroda, Village:",,58496833651705032329.pdf,
HR/PCH/2023/45/1597,Haryana,Panchkula,Acute Diarrheal Disease,151,1,04-11-23,06-11-23,Under Control,,Cases reported from Village Abeypur under,,58496833651705032329.pdf,
JH/DMK/2023/45/1598,Jharkhand,Dumka,Dengue,9,0,05-11-23,06-11-23,Under Surveillance,,"Cases were reported from Village Lakhna, Sub-",,58496833651705032329.pdf,
JH/JAT/2023/45/1599,Jharkhand,Jamtara,Chikenpox,10,0,04-11-23,06-11-23,Under Surveillance,,Cases were reported from Village Amjora,,58496833651705032329.pdf,
JH/KUT/2023/45/1600,Jharkhand,Khunti,Measles,7,0,10-11-23,10-11-23,Under Surveillance,,"Cases were reported from Village Kurkuta,",,58496833651705032329.pdf,
JH/SAK/2023/45/1601,Jharkhand,Saraikela Kharsawan,Acute Diarrheal Disease,16,0,08-11-23,09-11-23,Under Surveillance,,"Cases were reported from village Lepatand,",,58496833651705032329.pdf,
KN/BEG/2023/45/1602,Karnataka,Bengaluru Rural,Acute Diarrheal Disease,28,0,08-11-23,09-11-23,Under Control,,"Cases reported from Medimalllasandra village,",,58496833651705032329.pdf,
KN/HAS/2023/45/1603,Karnataka,Hassan,Acute Diarrheal Disease,21,0,07-11-23,08-11-23,Under Control,,"Cases reported from Devihalli, Village,",,58496833651705032329.pdf,
KN/RNA/2023/45/1604,Karnataka,Ramanagara,Acute Diarrheal Disease,15,0,10-11-23,11-11-23,Under Control,,"Cases reported from BIDADI town, Bidadi",,58496833651705032329.pdf,
KL/ERN/2023/45/1605,Kerala,Ernakulam,Hepatitis A,10,0,08-11-23,08-11-23,Under Surveillance,,"Cases were reported from FHC Chowara, Sub-",,58496833651705032329.pdf,
KL/PLK/2023/45/1606,Kerala,Palakkad,Acute Diarrheal Disease,13,0,08-11-23,08-11-23,Under Under Control,,"Cases were reported from PHC Malampuzha,",,58496833651705032329.pdf,
KL/PTH/2023/45/1607,Kerala,Pathanamthitt a,Food Poisoning,18,0,09-11-23,10-11-23,Under Control,,Cases were reported from FHC Cheneerkara &,,58496833651705032329.pdf,
KL/THI/2023/45/1608,Kerala,Thiruvananth apuram,Hepatitis A,9,0,06-11-23,07-11-23,Under Surveillance,,"Cases were reported from FHC Pullampara,",,58496833651705032329.pdf,
MP/BPL/2023/45/1609,Madhya Pradesh,Bhopal,Scrub Typhus,11,0,09-11-23,09-11-23,Under Surveillance,,Cases were reported from Sanjivani Baba,,58496833651705032329.pdf,
MP/SNA/2023/45/1610,Madhya Pradesh,Satna,Acute Diarrheal Disease,27,0,08-11-23,08-11-23,Under Surveillance,,"Cases were reported from CHC Kothi, Sub-",,58496833651705032329.pdf,
MP/SJP/2023/45/1611,Madhya Pradesh,Shajapur,Measles,14,0,07-11-23,08-11-23,Under Surveillance,,"Cases were reported from PHC Maksi, Village:",,58496833651705032329.pdf,
MH/AMN/2023/45/1612,Maharashtra,Ahmednagar,Acute Diarrheal Disease,179,0,05-11-23,08-11-23,Under Surveillance,,"Cases Reported from Sawali Vihir, PHC Sawali",,58496833651705032329.pdf,
MH/BED/2023/45/1613,Maharashtra,Beed,Dengue,5,1,04-11-23,09-11-23,Under Surveillance,,"Cases Reported from Mundewadi, PHC-",,58496833651705032329.pdf,
MH/NAG/2023/45/1614,Maharashtra,Nagpur,Scrub Typhus,3,1,08-11-23,09-11-23,Under Surveillance,,"Cases Reported from Ghogli, Block Kamptee,",,58496833651705032329.pdf,
MH/NAN/2023/45/1615,Maharashtra,Nanded,Dengue,10,0,22-09-23,10-11-23,Under Control,,"Cases Reported from Dhamangaon, PHC",,58496833651705032329.pdf,
MH/OSM/2023/45/1616,Maharashtra,Osmanabad,Dengue,31,1,09-11-23,09-11-23,Under Surveillance,,"Cases Reported from Varuda, SC Kini, PHC",,58496833651705032329.pdf,
MH/SGL/2023/45/1617,Maharashtra,Sangli,Dengue,6,0,03-11-23,06-11-23,Under Surveillance,,"Cases Reported from Village Jath City, Block",,58496833651705032329.pdf,
MH/STA/2023/45/1618,Maharashtra,Satara,Dengue,16,0,08-11-23,08-11-23,Under Surveillance,,"Cases Reported from Kumathe, Block",,58496833651705032329.pdf,
MN/IMP/2023/45/1619,Manipur,Imphal West,Measles,9,0,04-11-23,07-11-23,Under Surveillance,,Cases reported from Paobitek under CHC,,58496833651705032329.pdf,
MG/WKH/2023/45/1620,Meghalaya,South West Khasi Hills,Hepatitis A,15,0,01-11-23,08-11-23,Under Surveillance,,Cases were reported from Mawkyrwat CHC,,58496833651705032329.pdf,
OR/BAG/2023/45/1621,Odisha,Bargarh,Food Poisoning,30,0,06-11-23,07-11-23,Under Control,,"Cases reported from Attabir College, Bargarh.",,58496833651705032329.pdf,
OR/BAG/2023/45/1622,Odisha,Bargarh,Acute Diarrheal Disease,8,0,10-11-23,11-11-23,Under Control,,Cases reported from Jhilminda village of,,58496833651705032329.pdf,
OR/DNK/2023/45/1623,Odisha,Dhenkanal,Acute Diarrheal Disease,7,0,05-11-23,07-11-23,Under Control,,"Cases reported from Analaberini, Aluajharana",,58496833651705032329.pdf,
OR/MBJ/2023/45/1624,Odisha,Mayurbhanj,Acute Diarrheal Disease,13,0,10-11-23,09-11-23,Under Control,,"Cases were reported from Kanjiasole, Village:",,58496833651705032329.pdf,
WB/BRB/2023/45/1625,West Bengal,Birbhum,Acute Diarrheal Disease,65,1,06-11-23,06-11-23,Under Control,,"Cases reported from Rajnagar RH, Village",,58496833651705032329.pdf,
AS/NLB/2023/45/1626,Assam,Nalbari,Acute Diarrheal Disease,8,0,30-09-23,,,Under Control,,"Cases were reported from Kamarkuchi PHC, Village: Raimadha,",,58496833651705032329.pdf
BH/JAH/2023/45/1627,Bihar,Jehanabad,Dengue,39,0,30-10-23,,,Under Surveillance,,Cases were reported from many villages of Sub-District Kako,,58496833651705032329.pdf
MP/INR/2023/45/1628,Madhya Pradesh,Indore,Dengue,96,0,29-10-23,,,Under Surveillance,,"Cases were reported from CHC Depalpur, Sub-District:",,58496833651705032329.pdf
MP/SVP/2023/45/1629,Madhya Pradesh,Shivpuri,Dengue,38,0,31-10-23,,,Under Surveillance,,"Cases were reported from DH Shivpuri, Sub-District: Shivpuri,",,58496833651705032329.pdf
MH/BED/2023/45/1630,Maharashtra,Beed,Dengue,5,1,30-10-23,Under Surveillance,,"Cases Reported from Dhekanmoha, PHC Nalwandi, Block Beed.",,58496833651705032329.pdf,,
MH/NAN/2023/45/1631,Maharashtra,Nanded,Dengue,6,1,27-09-23,Under Control,,"Cases Reported from Manatha, PHC Nimgaon, SC Manatha,",,58496833651705032329.pdf,,
MH/NAN/2023/45/1632,Maharashtra,Nanded,Dengue,12,0,20-09-23,Under Control,,"Cases Reported from Dhamandari Village, PHC Malegaon,",,58496833651705032329.pdf,,
MN/IMP/2023/45/1633,Manipur,Jiribam,Malaria,6,0,03-10-23,Under Control,,Cases reported from CHC Jiribam. Cases presented with,,58496833651705032329.pdf,,
CT/RGR/2023/46/1634,Chhattisgarh,Raigarh,Acute Diarrheal Disease,127,0,19-11-23,19-11-23,Under Surveillance,,"Cases were reported from Village Lailunga,",,17889938321705308095.pdf,
CT/RGR/2023/46/1635,Chhattisgarh,Raigarh,Acute Diarrheal Disease,18,0,11-11-23,14-11-23,Under Control,,"Cases were reported from Village Kilkila, Sub-",,17889938321705308095.pdf,
JK/BML/2023/46/1636,Jammu and Kashmir,Baramulla,Chickenpox,8,0,14-11-23,15-11-23,Under Surveillance,,Cases were reported from Govt. Middle School,,17889938321705308095.pdf,
JK/SNR/2023/46/1637,Jammu and Kashmir,Srinagar,Hepatitis A,11,0,18-11-23,18-11-23,Under Surveillance,,"Cases were reported from Govt Middle School,",,17889938321705308095.pdf,
JK/UDP/2023/46/1638,Jammu and Kashmir,Udhampur,Chikungunya,5,0,10-11-23,15-11-23,Under Surveillance,,"Cases were reported from Village Ghantwal,",,17889938321705308095.pdf,
JH/SAK/2023/46/1639,Jharkhand,Saraikela Kharsawan,Chickenpox,7,0,16-11-23,16-11-23,Under Surveillance,,"Cases were reported from Village Chowka,",,17889938321705308095.pdf,
KL/KAS/2023/46/1640,Kerala,Kasaragod,Hepatitis A,81,0,10-11-23,14-11-23,Under Surveillance,,"Cases were reported from Village Paivalige,",,17889938321705308095.pdf,
KL/KOA/2023/46/1641,Kerala,Kollam,Acute Diarrheal Disease,14,0,13-11-23,13-11-23,Under Control,,"Cases were reported from Kottarakkara, Sub-",,17889938321705308095.pdf,
KL/KOZ/2023/46/1642,Kerala,Kozhikode,Hepatitis A,14,1,17-11-23,18-11-23,Under Surveillance,,Cases were reported from Village Nadapuram,,17889938321705308095.pdf,
KL/KOZ/2023/46/1643,Kerala,Kozhikode,Hepatitis A,21,1,13-11-23,13-11-23,Under Surveillance,,Cases were reported from Village,,17889938321705308095.pdf,
KL/THI/2023/46/1644,Kerala,Thiruvananth apuram,Zika Virus,1,0,13-11-23,14-11-23,Under Surveillance,,Case was reported from Sub-District,,17889938321705308095.pdf,
MP/CTP/2023/46/1645,Madhya Pradesh,Chhatarpur,Chickenpox,6,0,11-11-23,14-11-23,Under Surveillance,,Cases were reported from Village Bandhi,,17889938321705308095.pdf,
MZ/LNG/2023/46/1646,Mizoram,Lunglei,Food Poisoning,11,0,18-11-23,18-11-23,Under Surveillance,,"Cases were reported from Village Sekhum,",,17889938321705308095.pdf,
OR/CUT/2023/46/1647,Odisha,Cuttack,Acute Diarrheal Disease,24,0,14-11-23,15-11-23,Under Control,,"Cases were reported from Village Bhanarpal,",,17889938321705308095.pdf,
OR/DEO/2023/46/1648,Odisha,Deogarh,Acute Diarrheal Disease,38,0,13-11-23,13-11-23,Under Control,,"Cases were reported from Village Kandal,",,17889938321705308095.pdf,
TN/VIR/2023/46/1649,Tamil Nadu,Virudhunagar,Leptospirosis,13,0,14-11-23,15-11-23,Under Surveillance,,Cases were reported from Village Ayan,,17889938321705308095.pdf,
UP/CKH/2023/46/1650,Uttar Pradesh,Chandauli,Chickenpox,14,0,05-11-23,14-11-23,Under Surveillance,,"Cases were reported from Village Parahupur,",,17889938321705308095.pdf,
WB/BRB/2023/46/1651,West Bengal,Purba Bardhaman,Acute Diarrheal Disease,40,0,14-11-23,16-11-23,Under Control,,"Cases were reported from Sub-District Bhatar,",,17889938321705308095.pdf,
AR/PPM/2023/46/1652,Arunachal Pradesh,Papumpare,Scrub Typhus,34,0,15-10-23,,,Under Surveillance,,Cases were reported from various hospitals in Naharlagun and,,17889938321705308095.pdf
AS/DAR/2023/46/1653,Assam,Darrang,Measles,6,0,06-11-23,,,Under Surveillance,,"Cases were reported from Sub-District Dalgaon (Pt), District",,17889938321705308095.pdf
JH/WSI/2023/46/1654,Jharkhand,West Singhbhum,Malaria,64,0,16-10-23,,,Under Surveillance,,"Cases were reported from Village Jhirjhor, Sub-District Tonto,",,17889938321705308095.pdf
MG/WKH/2023/46/1655,Meghalaya,West Khasi Hills,Scrub Typhus,17,0,06-11-23,,,Under Surveillance,,Cases were reported from Nonglang PHC under,,17889938321705308095.pdf
JH/GDA/2022/01/001,Jharkhand,Godda,Measles,09,00,05-01-22,,,09-01-22,Under Surveillance,,"Cases reported from Village Noonajore, SC",,2548782891644495164.pdf
MG/JTH/2022/01/002,Meghalaya,East Jaintia Hills,Acute Diarrheal Disease,160,00,02-01-22,,,02-01-22,Under Surveillance,,"Cases reported from Village Rhymbai PHC,",,2548782891644495164.pdf
JH/PAK/2022/02/003,Jharkhand,Pakur,Fever with Rashes,07,00,10-01-22,,,16-01-22,Under Control,,"Cases reported from Village Hathkati, CHC/HSC",,7295787021644495213.pdf
MH/GAD/2022/02/004,Maharashtra,Gadchiroli,Malaria,07,02,10-01-22,,,14-01-22,Under Surveillance,,"Cases reported from Village Dodgir, SC",,7295787021644495213.pdf
JH/WSI/2022/03/005,Jharkhand,West Singhbhum,Chickenpox,12,00,21-01-22,,,22-01-22,Under Surveillance,,"Cases reported from Village/HSC Sosopi, CHC",,5146664691645083574.pdf
JH/GDA/2022/03/006,Jharkhand,Godda,Measles,03,00,21-01-22,,,22-01-22,Under Surveillance,,"Cases reported from Village Nawadih, SC",,5146664691645083574.pdf
KL/IDK/2022/03/007,Kerala,Idukki,Food Poisoning,16,00,17-01-22,,,20-01-22,Under Control,,"Cases reported from DH Thodupuzha, Block",,5146664691645083574.pdf
KL/TRC/2022/03/008,Kerala,Thrissur,Kala-Azar,01,00,23-01-22,,,24-01-22,Under Surveillance,,"Case reported from SC Nattyanchira, PHC",,5146664691645083574.pdf
KL/ERN/2022/03/009,Kerala,Ernakulam,Food Poisoning,02,00,20-12-21,28-12-21,Under Surveillance,,"Cases reported from Village/PHC Vazhakulam,",,5146664691645083574.pdf,,
